"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (April-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
,,1087131 BC Ltd.  o/a Togo Sushi_SFU,"BURNABY, BC V5A 0A7","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1103710 BC Ltd,"KELOWNA, BC V1X 2A1",6322-Cooks,1
,,1116089 B.C.Ltd.,"VANCOUVER, BC V6E 1C6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,1128516 B.C. Ltd,"MISSION, BC V2V 6R7","6741-Dry cleaning, laundry and related occupations",1
,,1164163 BC Ltd.,"SURREY, BC V3S 7S5","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,348577 BC Ltd,"Surrey, BC V3W 3V6",6521-Travel counsellors,1
,,3D Transport Ltd.,"Langley, BC V3A 8C8",1311-Accounting technicians and bookkeepers,1
,,445521 BC Ltd.,"Burnaby, BC V5C 2H5","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,A Deep Stucco Ltd.,"SURREY, BC V3V 2H4",7611-Construction trades helpers and labourers,1
,,A J Framing Ltd.,"Surrey, BC V3V 7A9",7611-Construction trades helpers and labourers,1
,,A.H. Lundberg Systems Limited,"VANCOUVER, BC V5R  4H",1221-Administrative officers,1
,,AAA PROPERTY MGMT SERVICES LTD,"Burnaby, BC V5E 1Z1",1311-Accounting technicians and bookkeepers,1
,,Able & Remarkable Mortgages Inc.,"Surrey, BC V3W 1Z1",1221-Administrative officers,1
,,Ace Fencing Ltd,"LANGLEY, BC V4W 2S1",7611-Construction trades helpers and labourers,3
,,AHR Cleaning Services Ltd.,"SURREY, BC V3V 5S8",6731-Light duty cleaners,1
,,Akal Gardens Ltd.,"Chilliwack, BC V2R 5E4",6621-Service station attendants,1
,,All Season Plaster & Stucco Ltd.,"SURREY, BC V3S 1W1",7611-Construction trades helpers and labourers,2
,,Aria Ventures Ltd o/a Aria Market,"VANCOUVER, BC V6G 2J7",6211-Retail sales supervisors,1
,,Baho Fast Food Inc.,"DELTA, BC V4C 7A7","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Baria Corporation,"VERNON, BC V1T 9T2",6513-Food and beverage servers,1
,,Bayside Inn & Pub Ltd.,"ALERT BAY, BC V0N 1A0",6312-Executive housekeepers,1
,,Bhatt Enterprise Ltd. o/a Curry & Kabab Indian Cuisine,"Surrey, BC V3W 3N1",6311-Food service supervisors,1
,,Bisou Salon Ltd.  o/a Bisou Hair Salon,"BURNABY, BC V5H 4J2",6341-Hairstylists and barbers,1
,,Blue Martini Restaurant Ltd.,"VANCOUVER, BC V6K 3E4",6322-Cooks,1
,,Bluesy Bubbles Cafe Inc.,"VANCOUVER, BC V6E 1C6",0631-Restaurant and food service managers,1
,,Blundell Seafoods Ltd,"Richmond, BC V6X 1Z6","9617-Labourers in food, beverage and associated products processing",2
,,Brand Food Holdings Corporation  o/a Freshii,"Sparwood, BC V0B 2G0",6311-Food service supervisors,1
,,Breeze Beauty International Ltd,"RICHMOND, BC V6Y 0C2",6341-Hairstylists and barbers,1
,,Bremer Canada Enterprises Ltd.o/a Bella Coola Valley Inn,"BELLA COOLA, BC V0T 1C0",6513-Food and beverage servers,1
,,Budget Rent a Car of Victoria Ltd.,"VICTORIA, BC V8Z 3T4","6742-Other service support occupations, n.e.c.",1
,,Castlegar Chiropractic Corp,"CASTLEGAR, BC V1N 1H2",3232-Practitioners of natural healing,1
,,Cleancare General Building Services Inc.,"BURNABY, BC V3N 1P9",6315-Cleaning supervisors,1
,,Cost Less Towing Ltd.,"VANCOUVER, BC V5X 2N8",1241-Administrative assistants,1
,,Daisam Holdings Ltd,"VANCOUVER, BC V5P 3R4",6322-Cooks,1
,,Dake Sushi,"Abbotsford, BC V2T 2X2",6322-Cooks,1
,,Deep Tire Service Ltd.,"SURREY, BC V3R 7B1",7535-Other automotive mechanical installers and servicers,1
,,Dewett Enterprise Ltd o/a Subway,"VICTORIA, BC V8R 6R3","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,E&A Holdings Ltd. o/a Dairy Queen Saanich Centre,"Victoria, BC V9E 1J5",0631-Restaurant and food service managers,2
,,Eknoor Construction Ltd,"LANGLEY, BC V3A 7G3",6315-Cleaning supervisors,1
,,Ellworth Industries  o/a Associated Labels and Packaging,"Coquiltam, BC V3K 6X2","9619-Other labourers in processing, manufacturing and utilities",2
,,Essence of India Restaurant Ltd,"Delta, BC V4C 7Y4",6311-Food service supervisors,1
,,Euro Asia Transload Inc.,"Richmond, BC V6W 0A2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Ever me Beauty Ltd.,"RICHMOND, BC V6X 0J8",6341-Hairstylists and barbers,1
,,Fiesta Enterprises Ltd. o/a Taco Del Mar,"NEW WESTMINSTER, BC V3M 5X2",0631-Restaurant and food service managers,1
,,Fine Choice Foods Ltd.,"Richmond, BC V6V 3B3","9617-Labourers in food, beverage and associated products processing",4
,,Flint Holdings Ltd,"Kelowna, BC V1W 3T1","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,GD Holdings Ltd o/a Quiznos Sub,"DELTA, BC V4G 1L5",6311-Food service supervisors,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Gira Restaurants Ltd.o/a Gusto di Quattro Restaurant,"North Vancouver, BC V7M 2E4",6322-Cooks,1
,,Gordon'N'Gordon Interiors Ltd,"VICTORIA, BC V9B 2T9","7284-Plasterers, drywall installers and finishers and lathers",3
,,Gozen Eatery Inc. o/a Gozen Japanese Restaurant,"VICTORIA, BC V8W 1V7",6322-Cooks,1
,,Hanahreum Mart Richmond Inc,"Richmond, BC V6X 4J7",6421-Retail salespersons,1
,,Happy Aging Home Care Ltd.,"KELOWNA, BC V1Y 0E1","4412-Home support workers, housekeepers and related occupations",2
,,Homan Roofing Ltd,"Langley, BC V3A 3X7",7291-Roofers and shinglers,4
,,Hot & Fresh Tasty Pizza Ltd.,"Surrey, BC V3W 1R1","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Ironwood Restaurant Group Inc.,"Richmond, BC V7A 1N6",6322-Cooks,1
,,Jaggar Holdings Inc.  o/a Chevron Town Pantry,"VICTORIA, BC V9A 3P3",0621-Retail and wholesale trade managers,2
,,JK Connected Enterprise Ltd. o/a Koodo Mobile,"SURREY, BC V4N 0Z9",6211-Retail sales supervisors,2
,,Josan Rebar Services Ltd.,"DELTA, BC V4C 3L3",7611-Construction trades helpers and labourers,1
,,JP Song Holdings Ltd.,"PRINCE RUPERT, BC V8J 1M3",6513-Food and beverage servers,1
,,Juhan Lee Personal Real Estate Corporation,"NORTH VANCOUVER, BC V7M 1H3",1241-Administrative assistants,1
,,Kai Japanese Restaurant Ltd.,"PORT COQUITLAM, BC V3B 0G9",6322-Cooks,1
,,Kamome Restaurant Ltd.,"TSAWWASSEN, BC V4M 0B2",6322-Cooks,1
,,KCC 259 Holdings Ltd.,"Whistler, BC V0N 1B2",6322-Cooks,1
,,,,"6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Kelowna Pizza Factory Ltd,"KELOWNA, BC V1X 3S9",6311-Food service supervisors,1
,,KMF Holdings Ltd,"Gibsons, BC V0N 1V0",6311-Food service supervisors,3
,,Kwantlen Pizza Ltd.,"SURREY, BC V3W 2M6",6322-Cooks,1
,,L&Y Universal Enterpris Inc.,"Richmond, BC V6X 0B8","1123-Professional occupations in advertising, marketing and public relations",1
,,L.A. Sushi Fusion Restaurant,"Mission, BC V2V 1G4",6322-Cooks,1
,,La Meza Grill Ltd,"Surrey, BC V3V 7K5",6322-Cooks,2
,,Leeparksa Enterprises Ltd.,"Kamloops, BC V2E 2J7",6322-Cooks,1
,,Little Wonders Montessori Childcare and Preschool Ltd.,"ABBOTSFORD, BC V2S 3Y2",4214-Early childhood educators and assistants,2
,,Longlife Construction Ltd.,"SURREY, BC V3V 7E9",7611-Construction trades helpers and labourers,1
,,Lotus Terminals Ltd,"SURREY, BC V3S 8E5",1221-Administrative officers,1
,,Madras Spice Ltd,"VANCOUVER, BC V5W 3A1",6322-Cooks,1
,,Maple Ridge Hospitality Ltd.,"Maple Ridge, BC V2X 2S1",6731-Light duty cleaners,1
,,Marcon Construction Ltd,"LANGLEY, BC V3A 1H9",2263-Inspectors in public and environmental health and occupational health and safety,1
,,Maxeme Automotive Services Ltd.,"RICHMOND, BC V6X 2P9",1241-Administrative assistants,1
,,Mezbaan Restaurant Ltd,"SURREY, BC V3V 7H7",6322-Cooks,2
,,New SKBC8387 Food Ltd.,"LANGLEY, BC V3A 8M3",6322-Cooks,1
,,New West Poke Bar Ltd,"Coquitlam, BC V3K 6V2",6322-Cooks,1
,,Nicli Antica Pizzeria Inc,"Vancouver, BC V6A 1K2",6322-Cooks,1
,,Nu-Vue Exteriors Ltd,"KAMLOOPS, BC V2B 8A7",7441-Residential and commercial installers and servicers,1
,,Ocean Park Nails,"Surrey, BC V4A 1N5","6562-Estheticians, electrologists and related occupations",1
,,Ocean Rain Daycare,"Victoria, BC V8P 4J2",4214-Early childhood educators and assistants,1
,,Odyssey International Exports (2004) Ltd,"NEW WESTMINSTER, BC V3L 5H4","9619-Other labourers in processing, manufacturing and utilities",4
,,OK Tour Company Ltd.  o/a OK Tour,"Burnaby, BC V3J 1N3","6313-Accommodation, travel, tourism and related services supervisors",1
,,Olympia Greek Taverna,"Kelowna, BC V1X 1X6",6321-Chefs,2
,,Orofresh Enterprises Inc,"West Vancouver, BC V7V 1J7","4412-Home support workers, housekeepers and related occupations",2
,,P & J Ventures Ltd,"Williams Lake, BC V2G 1L7",6322-Cooks,1
,,Pacific Citadel Capital Inc.,"BURNABY, BC V5A 3H1",0714-Facility operation and maintenance managers,1
,,Pacific Salmon Industries Inc.,"SURREY, BC V3W 4G1",9463-Fish and seafood plant workers,2
,,Pallet Terminal Ltd,"SURREY, BC V3X 0B6",1311-Accounting technicians and bookkeepers,1
,,Panaderia Latina Bakery Inc.,"SURREY, BC V3W 7E2",6332-Bakers,1
,,Parm Plumbing & Heating Ltd,"BURNABY, BC V3N 1K3",7611-Construction trades helpers and labourers,1
,,Parth Investments Inc,"Cranbrook, BC V1C 6S3",6311-Food service supervisors,1
,,Pearl House Restaurant (Richmond) Ltd.,"RICHMOND, BC V6V 2L3",6513-Food and beverage servers,1
,,Pho Tau Bay Restaurant Ltd.,"SURREY, BC V3S 3S4",6322-Cooks,1
,,Pizza Zone Restaurant,"Victoria, BC V8T 3P6",6322-Cooks,1
,,,,6513-Food and beverage servers,1
,,Planning 21 Enterprises Ltd. (Sushi Cafe),"VANCOUVER, BC V6Z 2R1","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Platinum Space Management Ltd,"VANCOUVER, BC V6E 4R5",3232-Practitioners of natural healing,1
,,,,"6562-Estheticians, electrologists and related occupations",1
,,Portofino Bakery Ltd. o/a Portofino European Bakery,"Victoria, BC V8M 1Z9",6332-Bakers,1
,,Pro West Concrete Ltd.,"SURREY, BC V4A 7S4",7611-Construction trades helpers and labourers,1
,,Q & J Enterprises Ltd o/a OK Bottle Depot,"RICHMOND, BC V6X 2A8",6211-Retail sales supervisors,1
,,,,"9227-Supervisors, other products manufacturing and assembly",1
,,Rabbithood Contractors Ltd.,"SURREY, BC V3X 0H8",7611-Construction trades helpers and labourers,2
,,Ramada Inn - Kamloops,"Kamloops, BC V2C 1K7",6525-Hotel front desk clerks,1
,,Royal Truck Repair Ltd,"SURREY, BC V3X 2H5",1311-Accounting technicians and bookkeepers,1
,,,,7612-Other trades helpers and labourers,2
,,Sagada Holdings Inc,"CRESTON, BC V0B  1G",6211-Retail sales supervisors,2
,,Save More Lighting and Plumbing,"Surrey, BC V3W 3A6",1414-Receptionists,1
,,Shellbridge Creme Cafe 1 Ltd.,"VANCOUVER, BC V6C 1S4","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Shun Yuan Company Ltd.,"Nanaimo, BC V9S 1H9",6322-Cooks,1
,,Site2Gym BC Ltd.,"PRINCE RUPERT, BC V8J 3T6",6211-Retail sales supervisors,1
,,Skys the Limit Holdings Inc.,"Osoyoos, BC V0H 1V2",6311-Food service supervisors,3
,,Skyway Brands Ventures Inc. o/a Tim Hortons,"RICHMOND, BC V7B 1Y7","6711-Food counter attendants, kitchen helpers and related support occupations",3
,,Skyway Brands YVR Inc. o/a Wendy's,"RICHMOND, BC V7B 0A5","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Sonu Hair Cut Ltd,"Delta, BC V4C 6R8",6341-Hairstylists and barbers,1
,,Sosan Construction,"Abbottsford, BC V4X 2J7",7611-Construction trades helpers and labourers,2
,,South China Seas Trading Co. Ltd.,"VANCOUVER, BC V5P 2S7",6211-Retail sales supervisors,1
,,Spark International Trading Ltd.,"Burnaby, BC V5E 1C4","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Sulmida Dessert Cafe Ltd.,"BURNABY, BC V5J 4G1","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Super-Cut Lumber Industries Ltd,"LANGLEY, BC V1M 3N8","9614-Labourers in wood, pulp and paper processing",4
,,Surrey Pizza & Chicken Ltd.,"Delta, BC V4C 6R6",6322-Cooks,3
,,Sushi Mania Enterprises Ltd dba Sushi Mania,"North Vancouver, BC V7L 1C3",6322-Cooks,1
,,Team Auto Repair and Electrical,"Surrey, BC V3W 3M8",7612-Other trades helpers and labourers,2
,,The Acorn Restaurant Ltd.,"VANCOUVER, BC V5V 1Z5",6322-Cooks,1
,,The Vancouver Club,"Vancouver, BC V6C 1C6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Top Quality Pizza Ltd,"SURREY, BC V3V 4S2",6322-Cooks,2
,,Trans Peace Financial Corp.,"Fort St. John, BC V1J 2B3",6311-Food service supervisors,1
,,Transource Freightways Ltd.,"Delta, BC V3M 6S7",1241-Administrative assistants,1
,,Trust Travel Service Ltd,"Richmond, BC V6Y 2B2",6531-Tour and travel guides,1
,,Twin Maple Produce Ltd,"CHILLIWACK, BC V2R 4R7","9462-Industrial butchers and meat cutters, poultry preparers and related workers",3
,,U-Thi Restaurant Ltd,"CHASE, BC V0E 1M0",6322-Cooks,1
,,Valley Acrylic Bath Ltd,"BURNABY, BC V5H 3T9",6211-Retail sales supervisors,1
,,Vancity Sub Owners Ltd.  DBA Subway,"Vancouver, BC V5V 4E8","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,VIEC Education Canada Ltd.,"VICTORIA, BC V8W 1B9",6531-Tour and travel guides,1
,,Viet Nam House Restaurant Ltd,"VANCOUVER, BC V5L 1V1","6711-Food counter attendants, kitchen helpers and related support occupations",2
,,Vivid Green Architecture Inc.,"RICHMOND, BC V7A 5H5",1241-Administrative assistants,1
,,Waisee Trading Co. Ltd.,"VANCOUVER, BC V6A 1P8","9617-Labourers in food, beverage and associated products processing",1
,,West British Gardening & Landscaping Ltd,"NORTH VANCOUVER, BC V7M 3A1","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,West Coast Building Restoration Inc.,"Maple Ridge, BC V2X 0T4",7271-Carpenters,1
,,West Van Florist Home & Garden Ltd.,"West Vancouver, BC V7V 1J7",1111-Financial auditors and accountants,1
,,Wonderful Szechuan Restaurant,"North Vancouver, BC V7K 1C7","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Wonderful Waffle House Ltd,"NEW WESTMINSTER, BC V3L 3C3","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Wow Thai Food Inc.,"VANCOUVER, BC V6B 6N9",6322-Cooks,4
,  Primary Agriculture,0731052 BC Ltd,"CHILLIWACK, BC V3R 3P6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,8
,,0914942 BC Ltd.,"Surrey, BC V3W 2Y4",8431-General farm workers,6
,,0988081 BC Ltd dba Bench 1775 Winery,"Penticton, BC V2A 8T8",8431-General farm workers,2
,,1134631 BC Ltd,"SURREY, BC V3S 3H5",8431-General farm workers,6
,,AJM Brar Farm,"SURREY, BC V3Z 1E2",8431-General farm workers,5
,,Akal Farms Inc.,"Abbotsford, BC V2S 7Z4",8431-General farm workers,2
,,Arbutus Grove Nursery Ltd.,"NORTH SAANICH, BC V8L 5T5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,B & B Bradner Farms Ltd.,"Abbotsford, BC V2T 5C6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,"Baljit Sivia, Bhupinder Sangha, Sukhdev Sangha, Antpal Sangha","ABBOTSFORD, BC V2T 5M2",8431-General farm workers,30
,,Blue Cap Farm,"ABBOTSFORD, BC V2T 5Y5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,Blue Moon Farms Ltd,"RICHMOND, BC V7C 3H9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Blue Pacific Farms Ltd.,"Surrey, BC V3W 9N2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,,,8431-General farm workers,20
,,D & B Toor Farms Ltd,"Abbotsford, BC V2T 5X7",8431-General farm workers,1
,,Daljit Garcha Farm,"Surrey, BC V3W 2P5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,G&S Farms Ltd.,"ABBOTSFORD, BC V4X 1J6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,GERI Partnership,"Maple Ridge, BC V2X 7G2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Gold Hill Winery Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,8
,,Great Harvest Farm Ltd,"VANCOUVER, BC V5M 2Y9",8431-General farm workers,3
,,GSB FARMS LTD,"ABBOTSFORD, BC V2T 1S9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Hothi Farms Inc,"Delta, BC V4K 2N8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",10
,,KA Labour Contractors Ltd.,"SURREY, BC V3X 3H6","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,KBF Enterprises Inc,"ABBOTSFORD, BC V3G 2R6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,25
,,Khazan Labour Contractor Ltd.,"Abbotsford, BC V2T 5J5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Khun Khun Farm Ltd.,"VERNON, BC V1H 1W9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,4
,,KSG Farms Services Ltd.,"ABBOTSFORD, BC V4X 1S1",8431-General farm workers,60
,,Mahapreet Blueberry Farm Ltd.,"SURREY, BC V3X 3M8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,21
,,Mountain View Vineyards Inc.,"Osoyoos, BC V0H 1V4",8431-General farm workers,1
,,Nirvair&Litt Farm Ltd,"CHILLIWACK, BC V2R 0M7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,30
,,Peace Arch Farms Ltd.,"SURREY, BC V3Z 9M6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Richberry Farms Ltd,"Richmond, BC V6V 3A2",8431-General farm workers,1
,,S S Lally Landscaping Ltd.,"ABBOTSFORD, BC V2T 5B5",8431-General farm workers,7
,,Sandhu Greenhouses & Nursery Ltd,"Osoyoos, BC V0H 1V0","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
,,Sapphire Farm,"Abbotsford, BC V2T 6Z5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,9
,,Springbank Holsteins Ltd.,"CHILLIWACK, BC V4Z 0B3",8431-General farm workers,2
,,Star Labour Supply Ltd.,"Vancouver, BC V5X 1Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",10
,,,,8431-General farm workers,50
,,Valley Agro Ltd,"Surrey, BC V3W 3N5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",10
Yukon,   Low Wage,New Nugget Restaurant Ltd,"Watson Lake, YT Y0A 1C0",6513-Food and beverage servers,2
Northwest Territories,   Low Wage,Dinku Tadesse Eline Baye ET EL,"YELLOWKNIFE, NT X1A 3R8",6322-Cooks,1
,,Hay River Dental Group Inc.,"Hay River, NT X0E 1G2",3411-Dental assistants,1
,,Paul Bros Nextreme Inc,"Yellowknife, NT X1A 0G4",9612-Labourers in metal fabrication,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,AM Live LLC,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",1
,,Biscuit Filmworks,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",3
,,BOB Industries LLC o/a BOB Industries,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",1
,,Caviar,"Los Angeles, 90028","5131-Producers, directors, choreographers and related occupations",1
,,Eskimo LLC,"Los Angeles, 90012","5131-Producers, directors, choreographers and related occupations",1
,,"Furlined, Inc","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Iconoclast Content Inc,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Interrogate Films,"Los Angeles, 90045","5131-Producers, directors, choreographers and related occupations",1
,,Jojax LLC,"VENICE, 90219","5131-Producers, directors, choreographers and related occupations",1
,,Little Minx,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Minted Content,"Santa Monica, 90405","5131-Producers, directors, choreographers and related occupations",1
,,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",1
,,"Moxie Pictures, Inc.","LOS ANGELES, 90016","5131-Producers, directors, choreographers and related occupations",1
,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",3
,,R.C. Roll Grinding Inc.,"BRADENTON, 34280",2243-Industrial instrument technicians and mechanics,1
,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Rapp Bomek AS,"BODO, N8012",2232-Mechanical engineering technologists and technicians,1
,,Raucous Content Inc,"Hollywood, 90028","5131-Producers, directors, choreographers and related occupations",1
,,"Reset Content, LLC dba Reset","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Something Ideal, Inc / M SS NG P ECES","BROOKLYN, 11222","5131-Producers, directors, choreographers and related occupations",2
,,Stink Films,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Texas Story Inc.,"CHICAGO, 60607","5131-Producers, directors, choreographers and related occupations",1
,,The Sweet Shop,"Hollywood, 90028","5131-Producers, directors, choreographers and related occupations",1
,,"The Workhouse Worldwide, LLC","Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,   Low Wage,New World Friction Corp.,"RICHMOND, 23222","9619-Other labourers in processing, manufacturing and utilities",10
,,Packer Expeditions Ltd.,"Skagway, 99840",6532-Outdoor sport and recreational guides,4
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in system. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.",,,,,
"5. Effective February 2018, LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.",,,,,
"6. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
7. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
