"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (April-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Whites Potatoe Farms Inc,"Vanessa, ON N0E 1V0",8431-General farm workers,1
,,Willow Creek Farm,"Thornbury, ON N0H 2P0",8611-Harvesting labourers,8
,,Willow Spring Hydroponic Farms Ltd.,"Florence, ON N0P 1R0",8432-Nursery and greenhouse workers,12
,,Willowtree Farms Inc,"Port Perry, ON L9L 1B5",8431-General farm workers,13
,,Willy's Greenhouse Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,5
,,WJI Farms Inc,"Wheatley, ON N0P 2P0",8432-Nursery and greenhouse workers,5
,,Wm. Sharpe Farms Ltd.,"GUELPH, ON N1H 6J1",8431-General farm workers,1
,,WoodLynn Orchards Ltd,"London, ON N6P 1M6",8431-General farm workers,8
,,Woodside Greenhouses Inc,"LEAMINGTON, ON N8H 3V6",8432-Nursery and greenhouse workers,7
,,Wridgeview Greenhouses Ltd.,"HARROW, ON N0R 1G0",8432-Nursery and greenhouse workers,8
,,Zantingh Direct Inc,"Wyoming, ON N0N 1T0",8431-General farm workers,2
,,Zephyr Organics Inc.,"ZEPHYR, ON L0E 1T0",8431-General farm workers,2
,,Ziemba Farms,"Newmarket, ON L3Y 4V9",8431-General farm workers,3
, Global Talent Stream,1908268 Ontario Inc.,"TORONTO, ON M5V 2Y1",2174-Computer programmers and interactive media developers,1
,,2549933 Ontario Inc.,"WATERLOO, ON N2J 2P6",2175-Web designers and developers,1
,,2554805 Ontario Inc. o/a tilr corp,"TORONTO, ON M5V 2M5",0213-Computer and information systems managers,1
,,Accenture Inc.,"TORONTO, ON M5H 3Y2",0213-Computer and information systems managers,2
,,,,2171-Information systems analysts and consultants,2
,,,,2174-Computer programmers and interactive media developers,1
,,Adastra Corporation,"Markham, ON L3T 7M8",2171-Information systems analysts and consultants,2
,,Adeptmind Inc.,"TORONTO, ON M5H 3P5",0213-Computer and information systems managers,1
,,,,2174-Computer programmers and interactive media developers,1
,,AdParlor Media ULC,"Toronto, ON M6K 1G2",2174-Computer programmers and interactive media developers,1
,,Advantage Car & Truck Rentals Ltd,"VAUGHAN, ON L4K 2T7",2171-Information systems analysts and consultants,1
,,AI Incorporated,"TORONTO, ON M5V 1R4",2147-Computer engineers (except software engineers and designers),1
,,,,2174-Computer programmers and interactive media developers,2
,,Al Yousef Brothers,"Mississauga, ON L5T 1C4",2172-Database analysts and data administrators,1
,,Apparate Canada Inc,"TORONTO, ON M5G 1M1",2173-Software engineers and designers,3
,,ATI Technologies ULC,"Markham, ON L3T 7X6",2147-Computer engineers (except software engineers and designers),1
,,,,2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,2
,,Autodesk Canada Co.,"TORONTO, ON M5G 1M1",2174-Computer programmers and interactive media developers,2
,,Baylis Medical Company Inc,"Mississauga, ON L4W 4P7",0211-Engineering managers,1
,,,,"4165-Health policy researchers, consultants and program officers",1
,,Behr Technologies Inc,"TORONTO, ON M2P 2G4",0213-Computer and information systems managers,1
,,Benbria Corporation,"Kanata, ON K2K 0G7",2173-Software engineers and designers,1
,,Bigterminal.com Inc.,"TORONTO, ON M5V 2N4",2173-Software engineers and designers,1
,,Blazesoft LTD,"Vaughan, ON L6A 0Y1",2174-Computer programmers and interactive media developers,1
,,Bobolink Media Productions Inc.,"SCARBOROUGH, ON M1S 5W9",2175-Web designers and developers,1
,,"Broadway Technology, LLC","KITCHENER, ON N2H 5G6",2173-Software engineers and designers,1
,,Buildscale Inc,"KITCHENER, ON N2H 2G8",2174-Computer programmers and interactive media developers,1
,,Constellation Homebuilder Systems Corp.,"MARKHAM, ON L3R 6H2",2174-Computer programmers and interactive media developers,1
,,DAG Management Inc.,"TORONTO, ON M5E 1W1",2173-Software engineers and designers,1
,,EBillSoft Canada Ltd.,"ETOBICOKE, ON M8X  2W",2172-Database analysts and data administrators,2
,,Ecopia Tech Corporation,"TORONTO, ON M5G 1L7",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,1
,,Elim Solutions Inc.,"RICHMOND HILL, ON L4B 3G2",2171-Information systems analysts and consultants,1
,,Exiger Canada Inc,"TORONTO, ON M5E 1G9",2173-Software engineers and designers,1
,,Expertise Technology Consulting Inc,"Markham, ON L6C 1A4",2171-Information systems analysts and consultants,1
,,,,2172-Database analysts and data administrators,1
,,"Faire Wholesale, Inc.","KITCHENER, ON N2G 1A1",2175-Web designers and developers,5
,,FieldChat,"TORONTO, ON M6R 2Y1",2173-Software engineers and designers,1
,,Flight Centre Travel Group (Canada) Inc.,"Toronto, ON M5G 1Z3",0213-Computer and information systems managers,1
,,Foster Moore Canada Ltd,"TORONTO, ON M5B 1N9",2171-Information systems analysts and consultants,1
,,"Fresno Solutions Consulting, Inc.","BURLINGTON, ON L7P 1K8",2171-Information systems analysts and consultants,1
,,Gallus (Glowbies) Productions Inc.,"SUDBURY, ON P3B 3X4",5241-Graphic designers and illustrators,1
,,Gameloft Entertainment Toronto Inc.,"Toronto, ON M6K 3J7",2174-Computer programmers and interactive media developers,1
,,Google Canada Corporation,"KITCHENER, ON N2H 5G5",0213-Computer and information systems managers,1
,,,,2173-Software engineers and designers,3
,,GPVTL Canada Inc.,"TORONTO, ON M5C 2V6",2173-Software engineers and designers,1
,,Gryphon Secure Inc,"TORONTO, ON M2J 5C2","0013-Senior managers - financial, communications and other business services",1
,,High Tech Genesis Inc,"OTTAWA, ON K1B 1A7",2173-Software engineers and designers,1
,,Honest Inc. (DBA Province Brands),"Toronto, ON M9W 5Z8","0016-Senior managers - construction, transportation, production and utilities",1
,,Horizon Blockchain Games Inc.,"TORONTO, ON M6K 3G3","5131-Producers, directors, choreographers and related occupations",1
,,Huawei Technologies Canada Co. Ltd.,"OTTAWA, ON K2K 3J1",2147-Computer engineers (except software engineers and designers),1
,,HuMetis Technologies Inc,"MISSISSAUGA, ON L4Z 1H8",2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,1
,,iS5 Communications Inc,"MISSISSAUGA, ON L5T 1G3",0213-Computer and information systems managers,1
,,iTechtions Inc.,"TORONTO, ON M5V 3J3",2174-Computer programmers and interactive media developers,2
,,ITG Canada Corp,"TORONTO, ON M5X 1B1",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,1
,,Kinaxis Inc,"OTTAWA, ON K2V 1C3",2175-Web designers and developers,1
,,KW Labs Ltd,"KITCHENER, ON N2G 1A7",2173-Software engineers and designers,1
,,L4 Inc,"TORONTO, ON M5T 1P2",2174-Computer programmers and interactive media developers,1
,,Lixar I.T. Inc.,"OTTAWA, ON K1Y 3P1",2174-Computer programmers and interactive media developers,2
,,London and St. Thomas Association of Realtors,"LONDON, ON N6J 1Y3","0014-Senior managers - health, education, social and community services and membership organizations",1
,,Loop Financial Inc.,"TORONTO, ON M5V 1S8",2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,2
,,Needls Media Inc.,"Toronto, ON M6P 3T1",2174-Computer programmers and interactive media developers,1
,,Nekso Inc.,"Toronto, ON M2N 7E9",2174-Computer programmers and interactive media developers,3
,,Nexonia inc.,"TORONTO, ON M5T 2T5",2174-Computer programmers and interactive media developers,1
,,NextGen Blockchain Technologies Ltd,"TORONTO, ON M5J 2J2",2173-Software engineers and designers,1
,,North Inc.,"KITCHENER, ON N2G 1H2",0213-Computer and information systems managers,1
,,,,2174-Computer programmers and interactive media developers,1
,,"Offset Market Exchange, Inc.","TORONTO, ON M5V 1Y1",2175-Web designers and developers,1
,,Paays Financial Technologies Inc.,"TORONTO, ON M5T 1X5",2173-Software engineers and designers,1
,,PricewaterhouseCoopers LLP,"Toronto, ON M5J 0B2",0213-Computer and information systems managers,1
,,,,2171-Information systems analysts and consultants,1
,,QuickPlay Media Co.,"TORONTO, ON M5V 3H5",2174-Computer programmers and interactive media developers,1
,,RANK Software Inc.,"Toronto, ON M5R 1B2",2171-Information systems analysts and consultants,1
,,,,2175-Web designers and developers,1
,,Richter & Partners LLP,"Toronto, ON M5J 2T3",2171-Information systems analysts and consultants,1
,,RN Financial Corporation,"TORONTO, ON M5R 1B7",2172-Database analysts and data administrators,1
,,Rocket Science VFX Limited,"TORONTO, ON M6R 2J5",5241-Graphic designers and illustrators,1
,,Rockstar Games Toronto ULC,"Oakville, ON L6J 3J3",2174-Computer programmers and interactive media developers,1
,,Ross Video Limited,"Iroquois, ON K0E 1K0",2173-Software engineers and designers,1
,,Security Compass Consulting Inc.,"TORONTO, ON M5E 1W7",0213-Computer and information systems managers,1
,,Shopify Inc.,"TORONTO, ON M5V 2J4",0213-Computer and information systems managers,2
,,,,2174-Computer programmers and interactive media developers,9
,,,,2252-Industrial designers,1
,,,,5241-Graphic designers and illustrators,1
,,Side Effects Software Inc.,"Toronto, ON M5J 2M2",2174-Computer programmers and interactive media developers,1
,,Simply Digital Technologies,"Toronto, ON M6P 3T1",0114-Other administrative services managers,1
,,SOTI Inc,"MISSISSAUGA, ON L5R 3G5",0213-Computer and information systems managers,1
,,,,2174-Computer programmers and interactive media developers,2
,,Sprout Wellness Solutions Inc.,"TORONTO, ON M5V 1R9",2174-Computer programmers and interactive media developers,1
,,StarTech.com Ltd,"LONDON, ON N5V 5E9","0013-Senior managers - financial, communications and other business services",1
,,Statcom Direct Avionics ULC,"Ottawa, ON K2C 3R8",2174-Computer programmers and interactive media developers,1
,,Synopsys Canada ULC,"Nepean, ON K2E 8C4",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,1
,,Syntronic Research and Development Canada Inc.,"OTTAWA, ON K2K 3A2",2173-Software engineers and designers,3
,,Technology One Limited,"Etobicoke, ON M9V 3Y7",2174-Computer programmers and interactive media developers,1
,,TELEDYNE DALSA SEMICONDUCTEUR,"Waterloo, ON N2V 2E9",2133-Electrical and electronics engineers,1
,,"TextNow, Inc","WATERLOO, ON N2L 0J6",2173-Software engineers and designers,2
,,,,2175-Web designers and developers,1
,,,,2283-Information systems testing technicians,1
,,The Addmore Group Inc.,"TORONTO, ON M2N 3A5",2171-Information systems analysts and consultants,1
,,The Working Group Inc.,"TORONTO, ON M5V 3C1",2173-Software engineers and designers,1
,,Thunder Tool & Manufacturing Ltd.,"Etobicoke, ON M9W 4V6",2171-Information systems analysts and consultants,1
,,TitanFile Inc.,"TORONTO, ON M5V 3H5",2174-Computer programmers and interactive media developers,1
,,Tophatmonocle Corp.,"TORONTO, ON M5S 1S4",0213-Computer and information systems managers,1
,,,,2173-Software engineers and designers,2
,,Triage Technologies Inc.,"LONDON, ON N6G 4C4",2174-Computer programmers and interactive media developers,3
,,Tribalscale Inc.,"Toronto, ON M5V 3C7",2174-Computer programmers and interactive media developers,1
,,TSMC Design Technology Canada Inc.,"Kanata, ON K2K 3B8",2173-Software engineers and designers,1
,,Ubisoft Toronto Inc.,"Toronto, ON M6H 1V7","5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,3
,,Variyas Global Solutions Inc.,"Toronto, ON M5B 2L7",2171-Information systems analysts and consultants,4
,,,,2174-Computer programmers and interactive media developers,1
,,Waterloo Maple Inc.,"Waterloo, ON N2V 1K8",2171-Information systems analysts and consultants,1
,,WESCAM Inc. (dba L3 WESCAM),"Burlington, ON L7P 5B9",0113-Purchasing managers,2
,,,,0211-Engineering managers,1
,,,,0601-Corporate sales managers,1
,,,,2173-Software engineers and designers,1
,,WGames Inc.,"TORONTO, ON M5V 2H2",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,2
,,Xanadu Quantum Technologies Inc.,"TORONTO, ON M5B 2H7",2283-Information systems testing technicians,3
,,Zenith System Solutions Inc.,"TORONTO, ON M5A 0P6",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,1
,,Zynga Game Canada Limited,"TORONTO, ON M5V 2K4",5241-Graphic designers and illustrators,1
Manitoba,    High Wage,5121175 Manitoba Ltd,"Winnipeg, MB R2N 0G7",7322-Motor vehicle body repairers,6
,,5496633 Manitoba Ltd. o/a Winnipeg Truck and Trailer Service,"WINNIPEG, MB R2R 0J1",7237-Welders and related machine operators,3
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",3
,,6150561 MB Ltd,"Birtle, MB R0M 0C0","2271-Air pilots, flight engineers and flying instructors",1
,,6794832 Manitoba Ltd. o/a Rogers Custom Contractors,"Souris, MB R0K 2C0","7302-Contractors and supervisors, heavy equipment operator crews",1
,,6814990 Manitoba Ltd.,"Winnipeg, MB R3E 0L1",7237-Welders and related machine operators,2
,,6844406 Manitoba Ltd,"Portage La Prairie, MB R1N 3C3",1241-Administrative assistants,1
,,,,1311-Accounting technicians and bookkeepers,1
,,7207434 Manitoba Ltd.,"Brandon, MB R7A 6P3",0631-Restaurant and food service managers,1
,,Centreport Truck and Trailer Services Inc,"WINNIPEG, MB R2P 1K8",7237-Welders and related machine operators,2
,,,,7312-Heavy-duty equipment mechanics,2
,,Delta Auto Service Inc.,"Winnipeg, MB R3E 3A1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Diagnostic Services of Manitoba,"Winipeg, MB R3C 3H8",3111-Specialist physicians,1
,,Eaton Place Medical Centre,"WINNIPEG, MB R3C 4A5",3112-General practitioners and family physicians,2
,,ERLPhase Power Technologies Ltd.,"Winnipeg, MB R3Y 1G4",2133-Electrical and electronics engineers,1
,,Ethiopian Orthodox Tewahedo Medhane Alem Church Inc.,"Brandon, MB R7A 3M4","4153-Family, marriage and other related counsellors",1
,,Guru Peer Transport Inc.,"WINNIPEG, MB R2R 2G9",7511-Transport truck drivers,2
,,Ileen International Investment Inc.,"WINNIPEG, MB R3L 2T4",1221-Administrative officers,1
,,Ishar Automobiles Inc.,"WINNIPEG, MB R2P 1M2",7237-Welders and related machine operators,1
,,Pembina Air 1999 Ltd,"Morden, MB R6M 1J1","2271-Air pilots, flight engineers and flying instructors",1
,,Prairie Flour Mills Ltd.,"Elie, MB R0H 0H0","9213-Supervisors, food, beverage and associated products processing",1
,,Teranet Manitoba LP,"WINNIPEG, MB R3C 0B6",4211-Paralegal and related occupations,1
,,The Boyd Group Inc.,"WINNIPEG, MB R3H 1H9",7322-Motor vehicle body repairers,2
,,The University of Manitoba,"Winnipeg, MB R3T 2N2",4011-University professors and lecturers,2
,,White River Logistics Inc.,"Winnipeg, MB R4H 0A1",7511-Transport truck drivers,12
,   Low Wage,3390951 Manitoba Ltd.,"VIRDEN, MB R0M 2C0",6322-Cooks,1
,,6802312 Manitoba Inc.,"MORRIS, MB R0G 1K0",6332-Bakers,3
,,6844406 Manitoba Ltd,"Portage La Prairie, MB R1N 3C3",6322-Cooks,2
,,7001151 Manitoba Ltd.,"Reston, MB R0M 1X0",6311-Food service supervisors,1
,,7320531 Manitoba Ltd.,"Winnipeg, MB R2K 2Y3",6321-Chefs,2
,,Amethyst Stores Ltd.,"ELKHORN, MB R0M 0N0",6611-Cashiers,2
,,Double Double Cathy Ltd.,"WINNIPEG, MB R3R 0A5",6311-Food service supervisors,5
,,Horsemens Benevolent And Protective Association Of Manitoba Inc.,"Winnipeg, MB R3K 2E9",6563-Pet groomers and animal care workers,5
,,Polar Bear Hospitality,"BRANDON, MB R7A 4E6",6311-Food service supervisors,1
,,Punjab Sweet House & Restaurant Ltd.,"WINNIPEG, MB R2P 1V8",6322-Cooks,3
,,Shiv Shakti Anpurna Ltd. o/a Boston Pizza,"Dauphin, MB R7N 3H4",6322-Cooks,2
,  Primary Agriculture,3012352 Manitoba Ltd,"Roblin, MB R0L 1P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,5
,,4663943 Manitoba Ltd.,"Minnedosa, MB R0J 1E0",8431-General farm workers,1
,,4722656 Manitoba Ltd.,"Minnedosa, MB R0J 1E0",8431-General farm workers,2
,,71844 Manitoba Ltd.,"Ethelbert, MB R0L 0T0",8431-General farm workers,6
,,Bee Blossom Apiaries,"Gilbert Plains, MB R0L 0X0",8431-General farm workers,1
,,BRONSON DAIRY INC.,"Linden, MB R0A 0X1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Corduroy Plains Ltd,"Carman, MB R0G 0J0",8431-General farm workers,4
,,Destiny Road Inc.,"Gunton, MB R0C 1H0",8431-General farm workers,2
,,Elskamp Dairy Farm Inc.,"Woodlands, MB R0C 3H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Excel Genetics Limited Partnership,"Niverville, MB R0A 1E0",8431-General farm workers,2
,,Fernand J Bisson,"Dunrea, MB R0K 0S0",0821-Managers in agriculture,1
,,Haskett Growers (2014) Ltd.,"Winkler, MB R6W 4A1",8431-General farm workers,1
,,Kroeker Farms Limited,"Winkler, MB R6W 0K7",8431-General farm workers,30
,,Lewis and Sons Enterprises Ltd,"Austin, MB R0H 0C0",8431-General farm workers,3
,,Mayfair Farms (Portage) Ltd,"Portage La Prairie, MB R1N 3B2",8431-General farm workers,52
,,Nichol Honey Farm Ltd.,"MacGregor, MB R0H 0R0",8431-General farm workers,7
,,Ritchie Acres Ltd.,"Cromer, MB R0M 0J0",8431-General farm workers,2
,,SB Vegetable Growers Ltd,"Portage La Prairie, MB R1N 3B2",8431-General farm workers,3
,,Scott & Kim Friesen Snowland Vegetable Farms,"HALBSTADT, MB R0A 0S0",8431-General farm workers,5
,,Superior Weanlings Ltd.,"Birtle, MB R0M 0C0",8431-General farm workers,2
,,W.F. Farms Ltd.,"Portage La Prairie, MB R1N 3A4",8431-General farm workers,4
,,Wenkai Oriental Vegetables,"Elie, MB R0H 0H0",8431-General farm workers,2
, Global Talent Stream,IC Group LP,"Winnipeg, MB R3Y 1G4",2173-Software engineers and designers,1
,,InfoMagnetics Technologies Corporation,"WINNIPEG, MB R3C 3Z5",2174-Computer programmers and interactive media developers,1
,,SkipTheDishes Restaurant Services,"WINNIPEG, MB R3B 0P4",0112-Human resources managers,1
,,,,2171-Information systems analysts and consultants,2
,,,,2173-Software engineers and designers,57
Saskatchewan,    High Wage,101158282 Saskatchewan Ltd.,"REGINA, SK S4R 8S3",0621-Retail and wholesale trade managers,1
,,101158760 Saskatchewan Ltd,"Regina, SK S4N 7P9",5222-Film and video camera operators,1
,,101161984 Sask. Ltd,"Regina, SK S4R 2R5",7511-Transport truck drivers,2
,,101299221 Saskatchewan Ltd O/A JTK Winny Farms,"Rosetown, SK S0L 2V0",7312-Heavy-duty equipment mechanics,1
,,Alliance Health (Saskatoon) Prof. Corp.,"SASKATOON, SK S7J 2H9",3111-Specialist physicians,1
,,Eley Air Service Ltd.,"Saskatoon, SK S7J 1S7","2271-Air pilots, flight engineers and flying instructors",1
,,Frederick Farms Ltd,"Watson, SK S0K 4V0",7312-Heavy-duty equipment mechanics,1
,,G & B Friesen Farms Ltd,"Quill Lake, SK S0A 3E0",7312-Heavy-duty equipment mechanics,1
,,Kindersley Air Spray Ltd.,"Kindersley, SK S0L 1S0","2271-Air pilots, flight engineers and flying instructors",3
,,Lyndon Olson Farms Inc,"Archerwill, SK S0E 0B0",7312-Heavy-duty equipment mechanics,1
,,One Yoga Saskatoon,"Saskatoon, SK S7N 0C2","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Saskatchewan Health Authority,"NORTH BATTLEFORD, SK S9A 1Z1",3111-Specialist physicians,1
,,SJM Dental Prof. Corp.,"ASSINIBOIA, SK S0H 0B0",3113-Dentists,1
,,Tagish Enterprises Ltd,"EMERALD PARK, SK S4L 1C6","7302-Contractors and supervisors, heavy equipment operator crews",2
,,Uateam's Construction Ltd.,"Saskatoon, SK S7R 0G9","7284-Plasterers, drywall installers and finishers and lathers",2
,,University Of Saskatchewan,"Saskatoon, SK S7N 5A2",4011-University professors and lecturers,2
,   Low Wage,101004095 Saskatchewan Ltd.,"Lloydminster, SK S9V 0R1",6211-Retail sales supervisors,1
,,101041843 Saskatchewan Ltd. o/a Fas Gas Plus- Subway,"MAPLE CREEK, SK S0N 1N0",6311-Food service supervisors,1
,,101120070 Saskatchewan Ltd.,"Battleford, SK S0M 0E0",6513-Food and beverage servers,1
,,101162336 Saskatchewan Ltd.,"Fort Qu'Appelle, SK S0G 1S0",6731-Light duty cleaners,1
,,101200574 Saskatchewan Ltd.,"MAPLE CREEK, SK S0N 1N0",6731-Light duty cleaners,1
,,101207198 Saskatoon Ltd.,"Saskatoon, SK S7N 5A3",6322-Cooks,1
,,101258559 Saskatchewan Ltd.,"North Battleford, SK S9A 3K2",6731-Light duty cleaners,1
,,102002308 Saskatchewan Ltd,"LEASK, SK S0J 1M0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,102015826 Saskatchewan Ltd.,"SPY HILL, SK S0A 3W0",6211-Retail sales supervisors,1
,,610935 Saskatchewan Ltd.,"Saskatoon, SK S7M 0R3",6311-Food service supervisors,1
,,Hashtag International Inc,"SASKATOON, SK S7K 8C1",6211-Retail sales supervisors,1
,,Hire Yield Ag Solutions Inc.,"Arcola, SK S0C 0G0",8431-General farm workers,1
,,Kim Sushi Garden Inc.,"MELVILLE, SK S0A 2P0",6322-Cooks,1
,,LIG Enterprises Ltd,"Regina, SK S4N 0P6",6322-Cooks,1
,,Michael's Convenience Store Ltd.,"Gull Lake, SK S0N 1A0",6211-Retail sales supervisors,1
,,Mint Painting,"REGINA, SK S4N 5N6",7294-Painters and decorators (except interior decorators),1
,,Temsland Maurice Holdings Ltd,"ESTERHAZY, SK S0A 0X0",6322-Cooks,1
,,The Bear's Den Lodge of Shaunavon Ltd.,"SHAUNAVON, SK S0N 2M0","6313-Accommodation, travel, tourism and related services supervisors",1
,,Vrinda Foods Ltd.,"Swift Current, SK S9H 3S8","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Watson Motor Inn Inc.,"Watson, SK S0K 4V0",6311-Food service supervisors,1
,  Primary Agriculture,101034244 Saskatchewan Ltd,"LANGENBURG, SK S0A 2A0",8431-General farm workers,2
,,Bacon Apiaries Ltd.,"Kinistino, SK S0J 1H0",8431-General farm workers,5
,,Barrich Farms (1994) Ltd,"OUTLOOK, SK S0L 2N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Birch Creek Farms Ltd.,"Wadena, SK S0A 4J0",8431-General farm workers,1
,,CHB Farms Ltd.,"Dundurn, SK S0K 1K0",8431-General farm workers,1
,,Dutch Growers Garden Center Ltd,"SASKATOON, SK S7N 2Z9",8432-Nursery and greenhouse workers,8
,,Etomami Organics Ltd.,"Hudson Bay, SK S0E 0Y0",8431-General farm workers,2
,,Feitsma Dairies Ltd,"WARMAN, SK S0K 4S0",8431-General farm workers,10
,,Flowerday Farms Inc.,"Carrot River, SK S0E 0L0",8431-General farm workers,1
,,Frederick Farms Ltd,"Watson, SK S0K 4V0",8431-General farm workers,2
,,Hannigan Honey Inc,"Shellbrook, SK S0J 2E0",8431-General farm workers,8
,,J L P Farms Ltd.,"Parkman, SK S0C 2E0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,3
,,Janzen Honey Farms,"Carrot River, SK S0E 0L0",8431-General farm workers,5
,,Kaliciak Farms Ltd,"Bracken, SK S0N 0G0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Kings Corner Farms Ltd.,"Corning, SK S0G 0T0",8431-General farm workers,1
,,Knudsen's Honey Inc.,"Porcupine Lake, SK S0E 1H0",8431-General farm workers,4
,,Lazy Y Grain & Cattle Ltd,"Mossbank, SK S0H 3G0",8431-General farm workers,1
,,LeBras Farms Ltd,"ARBORFIELD, SK S0E 0A1",8431-General farm workers,2
,,Lyndon Olson Farms Inc,"Archerwill, SK S0E 0B0",8431-General farm workers,1
,,McGillivray Farms Ltd,"Regina, SK S4V 2W3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Meadow Ridge Enterprises Ltd,"SASKATOON, SK S7K 3J9",8431-General farm workers,7
,,Moyen Honey Farms Ltd,"Zenon Park, SK S0E 1W0",8431-General farm workers,4
,,Neekinan Farms Ltd.,"LAPORTE, SK S0L 1W0",8431-General farm workers,1
,,Northern Konstar Seedpotatoes Ltd.,"OUTLOOK, SK S0L 2N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Olypork LP,"Humboldt, SK S0K 2A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,Prairie Berries Inc.,"KEELER, SK S0H 2E0",8611-Harvesting labourers,10
,,Ridgedale Co-op Association Ltd,"Ridgedale, SK S0E 1L0",8431-General farm workers,10
,,Silver Fern Honey Farms Ltd,"Ridgedale, SK S0E 1L0",8431-General farm workers,10
,,Spring Creek Garden Ltd,"OUTLOOK, SK S0L 2N0",8431-General farm workers,30
,,Terre Bonne Seed Farm Ltd,"Melfort, SK S0E 1A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
Alberta,    High Wage,1217775 Alberta Ltd.,"SYLVAN LAKE, AB T4S 0H2",0621-Retail and wholesale trade managers,1
,,1365068 Alberta Ltd o/a H & B DRYWALL AND INSULATION,"EDMONTON, AB T5Y  0L",1221-Administrative officers,1
,,1371731 Alberta Ltd.,"Spruce View, AB T0M 1V0",7294-Painters and decorators (except interior decorators),1
,,1438562 Alberta Inc,"Calgary, AB T1Y 6S3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,1682099 Alberta Ltd.,"EDMONTON, AB T5T 5H1",7294-Painters and decorators (except interior decorators),6
,,1682319 Alberta Ltd,"Edmonton, AB T6T 1T3","7305-Supervisors, motor transport and other ground transit operators",1
,,1691358 Alberta Ltd.,"Calgary, AB T2E 6R7",7283-Tilesetters,1
,,1708948 Alberta Ltd,"Chateh, AB T0H 0S0",0621-Retail and wholesale trade managers,1
,,1900665 Alberta Ltd.,"EDMONTON, AB T6E 5X4",1241-Administrative assistants,1
,,1946260 Alberta Ltd,"CALGARY, AB T2Y 4L9","7284-Plasterers, drywall installers and finishers and lathers",6
,,1967641 Alberta Ltd.,"EDMONTON, AB T6B 2N7",0621-Retail and wholesale trade managers,1
,,1985754 Alberta Ltd.,"CALGARY, AB T2Z 0J4","7284-Plasterers, drywall installers and finishers and lathers",1
,,1997506 Alberta Ltd.,"EDMONTON, AB T6L 6S5",1311-Accounting technicians and bookkeepers,1
,,2042886 Alberta Ltd o/a Dr. Phone Fix,"EDMONTON, AB T5Z 3S3",7246-Telecommunications installation and repair workers,1
,,4 Brothers Trucking Services Ltd,"Edmonton, AB T6M 0C1","7305-Supervisors, motor transport and other ground transit operators",1
,,469426 Alberta Ltd,"Grande Prairie, AB T8V 8H7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",5
,,5J Aviation Aircraft Services Ltd,"Edmonton, AB T6X 1J7",6315-Cleaning supervisors,1
,,6842071 Canada Inc o/a Husky Strathmore CTS,"Strathmore, AB T1P 1B5",6211-Retail sales supervisors,1
,,821778 Alberta Ltd.,"Sturgeon County, AB T8T 0B2","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,AAA Stucco Inc.,"Calgary, AB T3J 4X1","7284-Plasterers, drywall installers and finishers and lathers",6
,,ABS Trucking Ltd,"Edmonton, AB T5W 5J6","7305-Supervisors, motor transport and other ground transit operators",1
,,Acron Roofing Systems Inc,"Edmonton, AB T5L 2T1",7291-Roofers and shinglers,2
,,Acuren Group Inc,"Sherwood Park, AB T8H 2K8",2261-Non-destructive testers and inspection technicians,10
,,Advanced Remediation Solutions Inc.,"Edmonton, AB T5V 1K8","7284-Plasterers, drywall installers and finishers and lathers",1
,,Alberta Council of Turnaround Industry Maintenance Stakeholders (ACTIMS),"Calgary, AB T2Y 2Z9",7234-Boilermakers,37
