"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (April-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Gordion Construction Ltd.,"Edmonton, AB T6E 6T7",0601-Corporate sales managers,1
,,,,"7284-Plasterers, drywall installers and finishers and lathers",9
,,Granite Warehouse Inc.,"Leduc, AB T9E 8M4",0601-Corporate sales managers,1
,,,,1221-Administrative officers,1
,,GRH Transport Services Ltd.,"Calgary, AB T3N 0M5",7511-Transport truck drivers,4
,,Groundswell Group Inc.,"CALGARY, AB T2R 0K1",2171-Information systems analysts and consultants,4
,,Gurmya Group Inc.,"Calgary, AB T3J 0C5",6211-Retail sales supervisors,3
,,H.P.C Transport Ltd,"EDMONTON, AB T5Y 6A9",7511-Transport truck drivers,2
,,Harman Cheap Tiles & Granite Ltd,"Edmonton, AB T6T 0K1",7283-Tilesetters,2
,,Harminder Transport Ltd,"EDMONTON, AB T6L 4M8","7305-Supervisors, motor transport and other ground transit operators",1
,,,,7511-Transport truck drivers,2
,,Harmony Ceramic Dental Laboratory Ltd,"Calgary, AB T3E 6V2","3223-Dental technologists, technicians and laboratory assistants",1
,,Harshaan Sidhu Trucking Ltd,"Edmonton, AB T6X 1T6",7511-Transport truck drivers,2
,,Harvey Rao Professional Corporation o/a Deansgate Medical Clinic,"Edmonton, AB T6V 0T1","0124-Advertising, marketing and public relations managers",1
,,Herina 16 Construction Ltd,"Calgary, AB T2Y 4G2",7283-Tilesetters,2
,,Herman 123 Ltd,"Burdett, AB T0K 0J0",7235-Structural metal and platework fabricators and fitters,5
,,Innovative Pipeline Crossings Inc,"CALGARY, AB T2X 1P1",7311-Construction millwrights and industrial mechanics,1
,,Inside and Out Painters Ltd. o/a Inside and Out Painters,"Fort McMurray, AB T9K 2Y2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,International Painting and Drywall Co Ltd,"Edmonton, AB T5L 1C9","7284-Plasterers, drywall installers and finishers and lathers",7
,,International Trading Partner Ltd.,"ROCKY VIEW NO. 44, AB T1X 1X6","1123-Professional occupations in advertising, marketing and public relations",1
,,IRISNDT Corp,"Edmonton, AB T6E 5T8",0211-Engineering managers,1
,,Jai Maa Enterprises Ltd o/a Macs Store,"Edmonton, AB T6K 3L6",6211-Retail sales supervisors,1
,,JFGV Drywall Ltd,"EDMONTON, AB T6L 2Y6","7284-Plasterers, drywall installers and finishers and lathers",2
,,Johal BK Logistics Ltd,"EDMONTON, AB T6T 0Z2",7511-Transport truck drivers,2
,,Josun Enterprise Ltd. o/a Izumi Yokozuna Sushi House,"Calgary, AB T2W 4X9",6322-Cooks,1
,,Jupiter Enterprises Ltd.,"CALGARY, AB T2H 0R2",0621-Retail and wholesale trade managers,1
,,Kahlon Trucking & Transport Inc.,"EDMONTON, AB T6T 2A6",7511-Transport truck drivers,2
,,Kanata International Ltd,"CALGARY, AB T2V 3K4","0013-Senior managers - financial, communications and other business services",1
,,Kantrax Contractors Ltd,"LEDUC, AB T9E 0R8",7282-Concrete finishers,11
,,,,7521-Heavy equipment operators (except crane),4
,,KB Construction Inc.,"CALGARY, AB T2K 5Y1",7271-Carpenters,1
,,Kee Tas Kee Now Tribal Council Education Authority Ltd.  o/a Kee Tas Kee Now Education Authority,"Red Earth Creek, AB T0G 1X0",0213-Computer and information systems managers,1
,,Khinda Transport Ltd.,"EDMONTON, AB T6T 1A9",7511-Transport truck drivers,3
,,Kings Alliance Group Inc,"EDMONTON, AB T6B 2P4",7511-Transport truck drivers,6
,,Koman Janitorial Services Ltd.,"Edmonton, AB T6L 7E5",6315-Cleaning supervisors,1
,,Kris Tile Inc,"Edmonton, AB T5V 1R3",7283-Tilesetters,2
,,Lafarge Canada Inc,"EDMONTON, AB T5S 2T8",7282-Concrete finishers,13
,,Lethbridge Thai Massage & Spa Inc,"LETHBRIDGE, AB T1H 2M6",3236-Massage therapists,1
,,Liana Harper Professional Corporation,"COALDALE, AB T1M 1M7",3122-Chiropractors,1
,,Lift Boss Inc,"Edmoton, AB T5B 1G3",7312-Heavy-duty equipment mechanics,1
,,Little India Restaurant,"Edmonton, AB T6E 5P2",6322-Cooks,2
,,Load Express Transport Inc,"EDMONTON, AB T6X 1P3",7511-Transport truck drivers,6
,,Luigi's Concrete Ltd,"Sherwood Park, AB T8H 2J6",7282-Concrete finishers,1
,,MAAN Transport Ltd.,"CALGARY, AB T3J 3Y8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,,1221-Administrative officers,1
,,,,1311-Accounting technicians and bookkeepers,1
,,,,7511-Transport truck drivers,6
,,Manchester Bottle Depot Ltd,"Calgary, AB T2G 1X4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,MAPLE ROOFING INC.,"CALGARY, AB T2Y 0G2",7291-Roofers and shinglers,2
,,Mariam's Footsteps Inc,"EDMONTON, AB T4S 1S5",4212-Social and community service workers,6
,,Martin's General Contracting Ltd,"EDMONTON, AB T5Y 3R6","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Maruti9 Corporation o/a Papa John's Pizza,"Edmonton, AB T6W 2R6",6311-Food service supervisors,1
,,Max / Pro Tax Inc.,"CALGARY, AB T3J 0L7",1221-Administrative officers,2
,,McLane Company Enterprises Inc.,"AIRDRIE, AB T4B 4G9",6532-Outdoor sport and recreational guides,5
,,Merit Embroidery (Alberta) Ltd.,"EDMONTON, AB T6B 2P1",1221-Administrative officers,1
,,Met-Ex Construction Ltd o/a Met Exterior,"Edmonton, AB T6E 0Z4","7284-Plasterers, drywall installers and finishers and lathers",3
,,Millennium Oilflow Systems & Technology Inc,"Leduc, AB T9E 7C9",7231-Machinists and machining and tooling inspectors,1
,,Ministers Enterprises Ltd.,"EDMONTON, AB T6T 0S2","7305-Supervisors, motor transport and other ground transit operators",1
,,Musikore Ltd.,"AIRDRIE, AB T4B 1K8","5131-Producers, directors, choreographers and related occupations",1
,,,,"5132-Conductors, composers and arrangers",1
,,NES Construction Ltd.,"EDMONTON, AB T6B 2R1","7284-Plasterers, drywall installers and finishers and lathers",3
,,New Style Enterprise Inc.,"EDMONTON, AB T5W 4R3","7284-Plasterers, drywall installers and finishers and lathers",1
,,Newcraft Windows & Doors Inc,"Calgary, AB T3A 4E2",7292-Glaziers,2
,,NEXTGEN COM TECH INC.,"CALGARY, AB T2E 6V6",2242-Electronic service technicians (household and business equipment),1
,,Norfort Gymnastics Association,"Fort McMurray, AB T9H 1W8",5252-Coaches,1
,,North West Paving Ltd,"Sherwood Park, AB T8H 2J6",7282-Concrete finishers,12
,,Northern Concrete Services Ltd,"St. Albert, AB T8N 5A3",7282-Concrete finishers,1
,,Northern Industrial Carriers Ltd,"Edmonton, AB T6B 2V5",7511-Transport truck drivers,5
,,Old World Flooring Ltd,"Calgary, AB T3Z 2E2",7283-Tilesetters,2
,,Omega Flooring Ltd,"Lethbridge, AB T1J 0J9",7295-Floor covering installers,1
,,Open Door Technology Inc.,"Calgary, AB T2H 2L9",2173-Software engineers and designers,1
,,P & N Development Ltd. o/a Learned Robin Day Care,"Edmonton, AB T5C 3M7",1221-Administrative officers,1
,,,,1311-Accounting technicians and bookkeepers,1
,,Pabla's Accounting & Tax Services Inc.,"EDMONTON, AB T6E 5X7",1311-Accounting technicians and bookkeepers,1
,,Pacific Art Stone & Building Supply Ltd,"EDMONTON, AB T6J 2J1","7284-Plasterers, drywall installers and finishers and lathers",1
,,Pahul Transport Inc.,"Edmonton, AB T6T 1T3",7511-Transport truck drivers,3
,,Pal Transport,"Edmonton, AB T6X 1Y1",1241-Administrative assistants,1
,,,,7511-Transport truck drivers,3
,,Panech Transport Inc,"EDMONTON, AB T6T 0T3",7511-Transport truck drivers,2
,,Pantera Carriers Ltd,"EDMONTON, AB T5V 1C0",7511-Transport truck drivers,5
,,Pattar Trucking Ltd.,"FORT MCMURRAY, AB T9K 0A2","7305-Supervisors, motor transport and other ground transit operators",1
,,Peak Logistics 2008 Ltd.,"Rocky View, AB T1X 0V9",1311-Accounting technicians and bookkeepers,1
,,Peter Hughes Landscape Ltd.,"Calgary, AB T2H 1Y8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
,,PK Sound Corp.,"Calgary, AB T2B 3M1",5225-Audio and video recording technicians,1
,,Polcan Meat Products and Delicatessen,"Calgary, AB T2H 1M8","9213-Supervisors, food, beverage and associated products processing",1
,,Prime Logistics Inc.,"Calgary, AB T3J 5L3",7511-Transport truck drivers,1
,,Proform Concrete Services Inc,"Red Deer, AB T4S 2L4",7282-Concrete finishers,20
,,Proserve Cleaning & Restorations Services Inc.,"FORT MCMURRAY, AB T9H 4G1","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Punj Daria Transport Ltd.,"Edmonton, AB T6L 7E2",7511-Transport truck drivers,6
,,Quasar Bottle Depot Ltd,"EDMONTON, AB T5H 0J8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Quick Transport Inc.,"Edmonton, AB T5Y 0E8",7511-Transport truck drivers,3
,,R & PS Trucking Ltd,"CALGARY, AB T3J 4P5",7511-Transport truck drivers,4
,,Raff's Drywall Services Inc.,"CALGARY, AB T2J 6J2","7284-Plasterers, drywall installers and finishers and lathers",1
,,Raikot Logistics Ltd,"EDMONTON, AB T6T 0L6",7511-Transport truck drivers,2
,,Rainbow Copy and Printing,"Edmonton, AB T6E 5R5",2175-Web designers and developers,1
,,,,"7303-Supervisors, printing and related occupations",1
,,Ranchland Outfitters Inc.,"Elk Point, AB T0A 1A0",6532-Outdoor sport and recreational guides,6
,,Red Deer Auto Group Inc.,"Edmonton, AB T5S 1K4",7315-Aircraft mechanics and aircraft inspectors,1
,,Regency Innovations Inc.,"Edmonton, AB T6E 5H7",2253-Drafting technologists and technicians,2
,,Rejuvenation Health Services Inc.,"EDMONTON, AB T6T 0X1",3236-Massage therapists,1
,,Residential Insulation Specialists Inc.,"STURGEON, AB T8T 0C3",7293-Insulators,2
,,Riakman Overseas Inc.,"CALGARY, AB T3J 5C6",7511-Transport truck drivers,5
,,Rino's Affordable Home Remodelling Ltd.,"CALGARY, AB T2Y 2R7",7294-Painters and decorators (except interior decorators),1
,,Rocky Mountain Equipment,"Calgary, AB T2G 3A4",7312-Heavy-duty equipment mechanics,2
,,Roop Drywall Ltd.,"EDMONTON, AB T6T 1H1",1221-Administrative officers,1
,,Rose Building Maintenance Ltd,"ST ALBERT, AB T8N 2X4",1221-Administrative officers,1
,,Royal Mayfair Golf Club Ltd,"Edmonton, AB T6G 2T5",0631-Restaurant and food service managers,1
,,RSB Hotel Ventures Inc. o/a Best Western Cedar Park Inn,"EDMONTON, AB T6H 2H4",1311-Accounting technicians and bookkeepers,1
,,Rubydale Asphalt Works (2006) Ltd.,"Airdrie, AB T4A 2J5",7282-Concrete finishers,4
,,,,7521-Heavy equipment operators (except crane),4
,,Rulam Contracting Ltd,"EDMONTON, AB T5V 1C9",7282-Concrete finishers,17
,,S and R Gill Carrier Transport Ltd,"SHERWOOD PARK, AB T8B 1C9",1241-Administrative assistants,1
,,,,"7305-Supervisors, motor transport and other ground transit operators",1
,,,,7511-Transport truck drivers,5
,,Sam Sandhu Computers Ltd.  o/a Freedom Mobile,"EDMONTON, AB T8B 1C6",1221-Administrative officers,1
,,Samir's Painting Ltd.,"EDMONTON, AB T6A 3R3",7294-Painters and decorators (except interior decorators),1
,,Sandhu Trucking Ltd,"Edmonton, AB T6L 7E5",7511-Transport truck drivers,2
,,Satcha Investments Ltd,"EDMONTON, AB T5Z 3Y6","7284-Plasterers, drywall installers and finishers and lathers",10
,,Saunders Construction Ltd.,"CALGARY, AB T2P 2G7",2225-Landscape and horticulture technicians and specialists,3
,,Saunders Landscaping & Renovations Ltd,"Rocky View, AB T1X 0M8",2225-Landscape and horticulture technicians and specialists,8
,,Sekhon MG Transport Ltd.,"EDMONTON, AB T6E 5V8",7511-Transport truck drivers,2
,,Shan Construction Services Ltd,"EDMONTON, AB T6P 1S1",7282-Concrete finishers,3
,,Shiv Shakti Driving Ltd,"Edmonton, AB T5E 0B8",1221-Administrative officers,1
,,Singh Concrete Ltd.,"Edmonton, AB T6T 1T6",1221-Administrative officers,1
,,SKS Calgary Truck Repair Ltd.,"CALGARY, AB T3N 0W7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Skycad Dental Technology Ltd.,"CALGARY, AB T3C 0J5","3223-Dental technologists, technicians and laboratory assistants",1
,,Spice Hut Canada Franchise Ltd.,"CALGARY, AB T2P 4K9",6322-Cooks,18
,,Steven K Lee & Co Ltd o/a Canadian Tire,"Sherwood Park, AB T8B 1M6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,STS Trucking Inc,"Calgary, AB T3J 0N9",7511-Transport truck drivers,5
,,Summit Resort MPM Inc.,"CANMORE, AB T1W 3L8",6731-Light duty cleaners,5
,,Sunder Building Supplies Ltd.,"Calgary, AB T2E 3Z7",1221-Administrative officers,1
,,,,"7284-Plasterers, drywall installers and finishers and lathers",2
,,Sunstar Concrete Ltd,"Edmonton, AB T6W 2W9",7282-Concrete finishers,1
,,Sureflow Weeping Tile Ltd,"EDMONTON, AB T6E 5C5",1221-Administrative officers,1
,,,,7282-Concrete finishers,2
,,Swartzy Performance Horses Ltd.,"Fairview, AB T0H 1L0","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Synergy Emerald Hills Inc.o/a Popeye's Louisiana Kitchen,"Sherwood Park, AB T8H 0P5",1221-Administrative officers,1
,,Tamarack Freight Ltd.,"EDMONTON, AB T5T 0V7",7312-Heavy-duty equipment mechanics,1
,,,,7511-Transport truck drivers,10
,,Tauri Builders Inc.,"EDMONTON, AB T5B 3V1","7284-Plasterers, drywall installers and finishers and lathers",2
,,Technical Enterprises Ltd.,"Sherwood Park, AB T8A 6K9",2172-Database analysts and data administrators,1
,,TechWest Inc,"CALGARY, AB T2C 2A1",0114-Other administrative services managers,1
,,TF Holdings Ltd.,"CALGARY, AB T2Y 3K8","0013-Senior managers - financial, communications and other business services",1
,,The Banff Plumbing Company Ltd.,"BANFF, AB T1L 1A9",7251-Plumbers,1
,,The Big Comfort Home Furnishings Ltd,"Edmonton, AB T5L 4P6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,The Foundation Group Inc. o/a Abalon Foundation Repairs,"CALGARY, AB T2C 1N9",7282-Concrete finishers,2
,,The Lake Louise Ski Resort,"Lake Louise, AB T0L 1E0","1211-Supervisors, general office and administrative support workers",1
,,THINK Canada Limited,"ST. ALBERT, AB T8N 5C9",1122-Professional occupations in business management consulting,1
,,Todi Construction Ltd.,"LEDUC COUNTY, AB T0B 3M2","7284-Plasterers, drywall installers and finishers and lathers",2
,,Toorz Transport Ltd.,"SHERWOOD PARK, AB T8B 1C9",7511-Transport truck drivers,2
,,Topline Concrete Ltd,"EDMONTON, AB T6W 0Z5",7282-Concrete finishers,1
,,Touchtone Canada Ltd,"Edmonton, AB T6E 5A2",1223-Human resources and recruitment officers,1
,,Trideck Transport Ltd.,"EDMONTON, AB T6X 2A6",1525-Dispatchers,1
,,,,7511-Transport truck drivers,4
,,UNICE Dental Art Ltd.,"Calgary, AB T2G 1H5","3223-Dental technologists, technicians and laboratory assistants",1
,,Union Tractor Ltd.,"NISKU, AB T9E 1C6",7312-Heavy-duty equipment mechanics,5
,,Univerk Inc,"CALGARY, AB T2K 0X1","1123-Professional occupations in advertising, marketing and public relations",1
,,University of Alberta,"EDMONTON, AB T6G 1K4",4011-University professors and lecturers,11
,,University of Calgary,"CALGARY, AB T2N 1N4",4011-University professors and lecturers,7
,,Van Raay Paskal Trucking Ltd,"Picture Butte, AB T0K 1V0",7511-Transport truck drivers,3
,,Venetian Nail Spa,"Calgary, AB T2H 0J9","0651-Managers in customer and personal services, n.e.c.",1
,,Vivapharma Inc,"EDMONTON, AB T5R 1B6",0621-Retail and wholesale trade managers,1
,,Vivint Canada Inc,"LETHBRIDGE, AB T1J 0L2",0621-Retail and wholesale trade managers,1
,,VM Solutions Inc.,"EDMONTON, AB T6K 4B5",7246-Telecommunications installation and repair workers,1
,,Vman Construction Services Ltd.,"EDMONTON, AB T6R 3R4","7284-Plasterers, drywall installers and finishers and lathers",1
,,Western Canada Stucco Ltd.,"CALGARY, AB T3J 1N8",1221-Administrative officers,1
,,Western Canada Truck Repairs Ltd.,"CALGARY, AB T3S 0C1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Western Window Coverings Ltd.,"CALGARY, AB T3J 0L7",1221-Administrative officers,1
,,,,7452-Material handlers,1
,,"WestJet, an Alberta Partnership","Calgary, AB T2E 3J1","0016-Senior managers - construction, transportation, production and utilities",1
,,Westwind Wholesale Cash and Carry Inc.,"CALGARY, AB T3N 0C2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Wilco Contractors Southwest Inc.,"CALGARY, AB T2C 2T8",2225-Landscape and horticulture technicians and specialists,40
,,"Wild Water Adventures, Inc.","Lake Louise, AB T0L 1E0",6532-Outdoor sport and recreational guides,5
,   Low Wage,101145697 Saskatchewan Ltd. o/a Dalhousie  Husky,"Calgary, AB T2A 0W3",6211-Retail sales supervisors,4
,,1015452 Alberta Ltd. o/a Domino's Pizza,"Brooks, AB T1R 1A8",6311-Food service supervisors,1
,,1016074 Alberta Ltd,"BEAUMONT, AB T4X 1T8",6311-Food service supervisors,1
,,10167827 Canada Inc.  o/a Esso Coleman,"COLEMAN, AB T0K 0M0",6211-Retail sales supervisors,2
,,1029925 Alberta Ltd o/a Dairy Queen,"Calgary, AB T2E 2S8",6311-Food service supervisors,1
,,1039990 Alberta Ltd.,"EDMONTON, AB T6R 0R9",6311-Food service supervisors,1
,,1060066 Alberta Inc,"Calgary, AB T3H 0N9",6311-Food service supervisors,1
,,1074017 Alberta Ltd.  o/a Bust Loose,"CALGARY, AB T2R 1J5","6313-Accommodation, travel, tourism and related services supervisors",1
,,1089362 Alberta Ltd o/a Swiss Donair,"EDMONTON, AB T5E 2H4",6322-Cooks,2
,,1093081 AB Ltd. o/a Moga Driving School,"Calgary, AB T3J 3Z5",1221-Administrative officers,1
,,1101483 Alberta Ltd.  o/a Crossfield Family Foods and Shell Gas Station,"Crossfield, AB T0M 0S0",6211-Retail sales supervisors,1
,,1108495 Alberta Ltd.o/a SUBWAY SANDWICH AND SALADS,"AIRDRIE, AB T4B 1R9",6311-Food service supervisors,2
,,1115610 Alberta Ltd,"Edmonton, AB T5E 4E5",6332-Bakers,1
,,1129630 Alberta Ltd.  o/a Circle K,"EDMONTON, AB T6T 0K9",6211-Retail sales supervisors,2
,,1138308 Alberta Ltd. o/a Spiros Pizza,"Calgary, AB T3E 2S5",6322-Cooks,2
,,1141747 Alberta Ltd.,"Calgary, AB T2R 0Y1",6341-Hairstylists and barbers,2
,,1148053 Alberta Inc. o/a Wok 2 Go,"EDMONTON, AB T5H 4J1",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,1151178 Alberta Ltd o/a Western Valley Inn,"Valleyview, AB T0H 3N0",6322-Cooks,1
,,1163897 Alberta Ltd.  o/a Anika Designs,"Edmonton, AB T6E 5X8","5243-Theatre, fashion, exhibit and other creative designers",1
,,1165517 Alberta Ltd. o/a Ventura Hotel & Liquor Store,"COALDALE, AB T1M 1N1",6211-Retail sales supervisors,1
,,1179216 Alberta Ltd. o/a The Keg Steakhouse and Bar,"Fort McMurray, AB T9H 1S8",6322-Cooks,1
,,1181700 Alberta Ltd.,"Fort McMurray, AB T9H 1N8",6322-Cooks,2
,,1184049 Alberta Ltd o/a Westside Coin Laundry and Grocery,"Fort Macleod, AB T0L 0Z0",6211-Retail sales supervisors,1
,,1192661 Alberta Ltd,"SLAVE LAKE, AB T0G 2A4","6711-Food counter attendants, kitchen helpers and related support occupations",6
,,1199997 Alberta Ltd.,"EDMONTON, AB T5E 5R8",0631-Restaurant and food service managers,1
,,1207211 Alberta Ltd o/a walking Eagle Inn&Lodge,"Rocky Mountain House, AB T4T 1A9","6313-Accommodation, travel, tourism and related services supervisors",1
,,1230188 Alberta Ltd. o/a New Asian Village,"Edmonton, AB T6E 5X8",6322-Cooks,1
,,1232646 Alberta Ltd.  o/a Calgary E-Mart,"Calgary, AB T3E 0B8",6322-Cooks,1
,,1234555 Alberta Ltd o/a Provost Motor Inn,"Provost, AB T0B 3S0",6322-Cooks,1
,,1247659 AB Ltd. o/a Mac's Convenience Store # 22719,"EDMONTON, AB T5T 7C5",6311-Food service supervisors,1
,,1268964 Alberta Ltd. o/a Nisku Inn & Conference Centre,"Nisku, AB T9E 7N1",0631-Restaurant and food service managers,1
,,1287180 Alberta Ltd. o/a Downstream Restaurant & Lounge,"JASPER, AB T0E 1E0",6322-Cooks,4
,,1290934 Alberta Ltd o/a Albertino Liquor,"Edmonton, AB T6A 0J1",6211-Retail sales supervisors,1
,,1294570 Alberta Ltd O/A Opa of Greece,"Red Deer, AB T4P 1K4",6322-Cooks,1
,,1294631 Alberta Ltd.,"GRANDE PRAIRIE, AB T8V 3Y1",6731-Light duty cleaners,2
,,1294947 Alberta Ltd. operating multiple businessess,"Edmonton, AB T6E 2A4",6311-Food service supervisors,1
,,,,6322-Cooks,2
,,1299393 Alberta Ltd o/a Calgary Produce Market Wholesale & Retail,"CALGARY, AB T3J 0L7",6322-Cooks,1
,,1302492 Alberta Inc. o/a Dairy Queen,"Edmonton, AB T6B 3S3",6311-Food service supervisors,1
,,1303071 Alberta Ltd operating multiple businesses,"THORHILD, AB T0A 3J0",6611-Cashiers,1
,,1303886 Alberta Ltd o/a East Side,"Slave Lake, AB T0G 2A3",6611-Cashiers,2
,,1306845 Alberta Ltd O/A Alpine Irrigation,"SPRUCE GROVE, AB T7Y 1C7",8613-Aquaculture and marine harvest labourers,4
,,1315270 Alberta Ltd. o/a Leva Cappucino Bar,"Edmonton, AB T6G 0X1",6322-Cooks,1
,,1316189 Alberta Ltd,"SPRUCE GROVE, AB T7X 2H4",6322-Cooks,1
,,1317373 Alberta Ltd o/a Little Caesars Pizza,"Spruce Grove, AB T7X 1R2",6311-Food service supervisors,1
,,1318914 Alberta Ltd o/a Lovely Sweets & Restaurant,"Calgary, AB T3J 3Z5",0631-Restaurant and food service managers,1
,,1319474 Alberta Ltd. o/a Tara Vista Inn,"Hinton, AB T7V 1N1",6312-Executive housekeepers,1
,,1326845 Alberta Ltd o/a Tags Jasper,"JASPER, AB T0E 1E0",6332-Bakers,1
,,1327382 Alberta Ltd.  o/a Tapas Restaurant,"CANMORE, AB T1W 2A2",6322-Cooks,1
,,1332624 Alberta Ltd.,"EDMONTON, AB T6R 3P2",6311-Food service supervisors,1
,,1349226 Alberta Inc o/a Subway,"EDMONTON, AB T6W 0G7",6311-Food service supervisors,2
,,1349676 Alberta Ltd.,"High Level, AB T0H 1Z0",6421-Retail salespersons,2
,,1363790 Alberta Ltd  o/a  Big Lake Inn,"Slave Lake, AB T0G 2A0",6525-Hotel front desk clerks,1
,,1371005 Alberta Ltd o/a Mico's Liquor Store,"Edmonton, AB T6X 1L6",6211-Retail sales supervisors,1
,,1374453 Alberta Ltd. o/a Breton Family Foods,"BRETON, AB T0C 0P0","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,1379532 Alberta Ltd. o/a Subway Restaurant,"Okotoks, AB T1S 1A9",6311-Food service supervisors,1
,,1380615 Alberta Ltd o/a Esso Westlock,"EDMONTON, AB T6L 6L2",6211-Retail sales supervisors,1
,,1390135 Alberta Ltd o/a Canadas Best Value Inn & Roadhouse Pub & Grill,"Whitecourt, AB T7S 1N8",6311-Food service supervisors,1
,,1392036 Alberta Ltd o/a Lubetown,"Okotoks, AB T1S 1A6",6211-Retail sales supervisors,1
,,1393543 Alberta Ltd,"Edmonton, AB T6E 1W9",0631-Restaurant and food service managers,1
,,1393775 Alberta Ltd. o/a Shell,"St Albert, AB T8N 4K6",6211-Retail sales supervisors,4
,,1400346 Alberta Ltd,"Edmonton, AB T5J 1X8",6322-Cooks,1
,,1430499 Alberta Ltd.  o/a Tim Hortons,"CLARESHOLM, AB T0L 0T0",6311-Food service supervisors,4
,,1441238 Alberta Ltd o/a Mirage Banquet Hall,"Edmonton, AB T6B 1E6",6322-Cooks,1
,,1441878 Alberta Ltd. o/a Rusticana Grocery,"CANMORE, AB T1W 2B3",6211-Retail sales supervisors,2
,,1443312 Alberta Ltd,"Lac La Biche, AB T0A 2C0",6311-Food service supervisors,2
,,,,6322-Cooks,1
,,1445147 Alberta Ltd.,"MEDICINE HAT, AB T1B 2H2",6211-Retail sales supervisors,1
,,1448636 AB Ltd. o/a Wendy's Restaurant,"Olds, AB T4H 1B8",6311-Food service supervisors,3
,,,,6322-Cooks,2
,,1451181 Alberta Ltd  o/a  Jessica & Belle Rykiss Bridal,"CALGARY, AB T2H 0J6","6342-Tailors, dressmakers, furriers and milliners",1
,,1454263 Alberta Ltd o/a Neighbours Convenience & Cigar Inc,"Edmonton, AB T6T 0P9",6211-Retail sales supervisors,1
,,1456926 Alberta Ltd.  o/a Quiznos #2609,"Grande Prairie, AB T8V 0N3",6311-Food service supervisors,2
,,1465607 Alberta Ltd o/a Edo Japan,"Grande Prairie, AB T8W 0C7",6311-Food service supervisors,1
,,1465780 Alberta Ltd. o/a Fiddle River Restaurant,"JASPER, AB T0E 1E0",6322-Cooks,1
,,1473992 Alberta Ltd. o/a White Horse Express,"EDMONTON, AB T6T 0E4",1241-Administrative assistants,1
,,1475691 Alberta Ltd o/a Jugo Juice - Deerfoot Meadows,"Calgary, AB T2H 3B8",6311-Food service supervisors,1
,,1478090 Alberta Ltd o/a Sargent Liquor Store,"St Albert, AB T8N 6B9",6211-Retail sales supervisors,1
,,1482465 Alberta Ltd. o/a Edo Japan,"Leduc, AB T9E 8N4",6311-Food service supervisors,1
,,1485575 Alberta Inc. o/a Chez Cora,"EDMONTON, AB T5Y 2W7",6311-Food service supervisors,1
,,1487225 Alberta Ltd O/A GP North Shell,"CLAIRMONT, AB T8X 4B1",6211-Retail sales supervisors,3
,,1502675 Alberta Ltd o/a Cafe Mediterranean,"Calgary, AB T2R 0T8",6322-Cooks,1
,,1506594 Alberta Ltd o/a Luxstone Alterations and Drycleaning,"Airdrie, AB T4A 2E4","6342-Tailors, dressmakers, furriers and milliners",1
,,1507315 Alberta Ltd. o/a Canadian Pizza Unlimited,"Calgary, AB T3G 2A7",6322-Cooks,1
,,1509012 ALBERTA LTD,"BANFF, AB T1L 1C9",6211-Retail sales supervisors,1
,,1517632 Alberta Ltd. O/A Gasoline Alley Petro Canada,"Red Deer County, AB T4E 1B9",6211-Retail sales supervisors,1
,,1523921 Alberta Ltd.,"Calgary, AB T3J 0R6",6731-Light duty cleaners,2
,,1525637 Alberta Ltd. oa Immicorp,"Edmonton, AB T6E 5R5",1241-Administrative assistants,1
,,1530997 Alberta Ltd. o/a All View Construction Ltd.,"Calgary, AB T3J 4Z2","7284-Plasterers, drywall installers and finishers and lathers",2
,,1543372 Alberta Ltd.,"EDMONTON, AB T5T 4J5",0631-Restaurant and food service managers,2
,,1557931 Alberta Ltd o/a Railside Shell & Fairview Motor Inn,"Fairview, AB T0H 1L0",6211-Retail sales supervisors,1
,,1557942 Alberta Ltd. o/a Railside Liquor Store,"Fairview, AB T0H 1L0",6211-Retail sales supervisors,1
,,1565944 Alberta Ltd,"CALGARY, AB T3J 3Y4",6211-Retail sales supervisors,1
,,1566325 Alberta Inc,"Edmonton, AB T6R 3L6",6311-Food service supervisors,1
,,1568933 Alberta Ltd o/a Banff International Hostel,"Banff, AB T1L 1A6","6313-Accommodation, travel, tourism and related services supervisors",1
