"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions 
,,YX RESTAURANT LTD.,"Kamloops, BC V2C 0B6",6321-Chefs,1
,,Zoe's Bakery and Cafe Limited,"Ucluelet, BC V0R 3A0",6322-Cooks,1
,  Primary Agriculture,0717260 BC Ltd,"Agassiz, BC V0M 1A2",8432-Nursery and greenhouse workers,3
,,Asam Orchards,"Vernon, BC V1T 7H4",8431-General farm workers,2
,,Bagry Bros Orchards Ltd,"Vernon, BC V1T 8H1",8431-General farm workers,26
,,Byrnes Farms Ltd,"Kelowna, BC V1Y 7Z5",8431-General farm workers,2
,,Calais Farms Ltd,"Abbotsford, BC V2T 6R4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,DeVry Custom Work,"Chilliwack, BC V2P 6H4",8432-Nursery and greenhouse workers,34
,,Dutch Heritage Greenhouse (2004) Ltd,"Chilliwack, BC V2P 6H4",8432-Nursery and greenhouse workers,4
,,Elmbridge Farms,"Chilliwack, BC V2R 4L6",8431-General farm workers,2
,,Factors Laboratories Ltd,"Coquitlam, BC V3K 2L7",8431-General farm workers,1
,,Futurelife Agricultural Products Ltd.,"Richmond, BC V7C 0A3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,6
,,Ghuman Farm,"Kelowna, BC V1W 4G8",8431-General farm workers,4
,,Gill's Paradise Orchard,"Cawston, BC V0X 1C2",8431-General farm workers,4
,,Grewal Farms Inc.,"Abbotsford, BC V2T 9X3",8431-General farm workers,5
,,Hans Orchards & Vineyard,"Kelowna, BC V1W 4G5",8431-General farm workers,3
,,Hardev Aujla Farm,"Vernon, BC V1H 1B8",8431-General farm workers,4
,,Harsh Bassi Orchards,"Kelowna, BC V1X 7V9",8431-General farm workers,5
,,Jaswal Farms,"Kelowna, BC V1W 4E3",8431-General farm workers,2
,,JM Sandher Orchards Ltd,"Vernon, BC V1B 3L4",8431-General farm workers,9
,,Johal Berry Farms Ltd,"Richmond, BC V6W 1E3",8431-General farm workers,6
,,Jot Enterprises Ltd,"Abbotsford, BC V4X 1T1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Lasser Farms,"Keremeos, BC V0X 1N1",8431-General farm workers,1
,,M. Van Noort & Sons Co. Ltd,"Langley, BC V2Y 2K6",8432-Nursery and greenhouse workers,21
,,Purewal Veggie Farm,"Abbotsford, BC V3G 2G4","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,,,8611-Harvesting labourers,3
,,S Sunder Orchards Ltd.,"Kelowna, BC V1X 6P1",8431-General farm workers,3
,,Sidhu Family Farm,"Lake Country, BC V4V 1L4",8431-General farm workers,10
,,Sun City Cherries Ltd,"Kelowna, BC V1W 4H6",8431-General farm workers,5
,,T & T Mushroom Farm Ltd.,"Aldergrove, BC V4W 1K4",8611-Harvesting labourers,36
,,Upper Bench Fruit Farm,"Penticton, BC V2A 8T2",8431-General farm workers,1
,,Village Farms Canada Limited Partnership,"Delta, BC V4K 3N3",8432-Nursery and greenhouse workers,34
,Permanent Resident Only,Delta Pizza Ltd.,"Surrey, BC V3W 1B3",0621-Retail and wholesale trade managers,1
,,Intrahealth Canada Ltd,"North Vancouver, BC V7P 3S1",2174-Computer programmers and interactive media developers,1
,,Lotus Electrical Experts Ltd.,"Surrey, BC V3S 1V1",7241-Electricians (except industrial and power system),1
,,Marine Printers Inc.,"Vancouver, BC V6A 1S6",7381-Printing press operators,1
,,Mincy O.C. Foods Ltd,"Surrey, BC V3W 7T9",6311-Food service supervisors,1
,,Oneworld Accuracy Inc,"Burnaby, BC V5J 5H7",2281-Computer network technicians,1
,,Steveston's Art Connection Ltd,"Richmond, BC V7E 2G3",4214-Early childhood educators and assistants,1
,,West Coast In-Home Care Inc,"Vancouver, BC V6P 6G5","0014-Senior managers - health, education, social and community services and membership organizations",1
Northwest Territories,   Low Wage,Canadian Scenery Travel Inc.,"Yellowknife, NT X1A 2P9","6313-Accommodation, travel, tourism and related services supervisors",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Aero Film,"Santa Monica, 90405","5131-Producers, directors, choreographers and related occupations",1
,,Anglo-Eastern Ship Management,"Singapore, 089763","2274-Engineer officers, water transport",1
,,,,7532-Water transport deck and engine room crew,1
,,"Biscuit Filmworks, LLC","Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",3
,,CMS Productions,"Marina Del Rey, 90292","5131-Producers, directors, choreographers and related occupations",1
,,Cultivate Media Inc,"Los Angeles, 90019","5131-Producers, directors, choreographers and related occupations",1
,,Eskimo LLC,"Los Angeles, 90012","5131-Producers, directors, choreographers and related occupations",1
,,Frozen Man Inc.,"New York, 10011","5131-Producers, directors, choreographers and related occupations",3
,,Gentleman Scholar Studios LLC,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",1
,,"Gifted Youth, Inc.","Los Angeles, 90046","5131-Producers, directors, choreographers and related occupations",1
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Honor Society Films, LLC","New York, 10012","5131-Producers, directors, choreographers and related occupations",1
,,Identity Media Inc,"New York, 10014","5131-Producers, directors, choreographers and related occupations",1
,,"Industria de Turbo Propulsores, S.A.","Zamudio, 48170",2146-Aerospace engineers,1
,,Jojax LLC,"Los Angeles, 90025","5131-Producers, directors, choreographers and related occupations",1
,,"Lawrence Fells Productions, Inc.","Los Angeles, 90025","5131-Producers, directors, choreographers and related occupations",1
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",2
,,"O Positive, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",1
,,Pacific Rim Films Inc,"Los Angeles, 90049","5131-Producers, directors, choreographers and related occupations",1
,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",3
,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",2
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,RSA Films Inc,"Los Angeles, 90069","5131-Producers, directors, choreographers and related occupations",1
,,Smuggler Inc.,"Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",2
,,Society Inc,"Los Angeles, 90036","5131-Producers, directors, choreographers and related occupations",1
,,Station Film Inc,"Los Angeles, 90016","5131-Producers, directors, choreographers and related occupations",3
,,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",2
,,Superprime Films,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",2
,,Tool of North America LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",3
,,Washington Square Films,"New York, 10012","5131-Producers, directors, choreographers and related occupations",1
,,"Zuma 4 Productions, LLC","Malibu, 90265","5131-Producers, directors, choreographers and related occupations",1
,   Low Wage,Anglo-Eastern Ship Management,"Singapore, 089763",6513-Food and beverage servers,1
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) Foreign Worker System (FWS).,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in FWS. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.

",,,,,
"5. The FWS tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
6. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
