"List of employers who were issued a negative  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,Sierra North Enterprises Ltd.,"Charlie Lake, BC V0C 1H0",6211-Retail sales supervisors,1
,,Sogai Industries Inc,"Victoria, BC V8W 1E1",6322-Cooks,2
,,Spice of Punjab Sweets & Restaurant Ltd.,"Surrey, BC V3X 3K1",6322-Cooks,1
,,Spring Travels (P) Ltd.,"Surrey, BC V3W 0E6",6521-Travel counsellors,3
,,Strub Sports Designs Inc.,"Vancouver, BC V6H 3S4",0621-Retail and wholesale trade managers,1
,,Sun Bo Kong Vegetarian Restaurant Inc.,"Vancouver, BC V5V 3E3",0631-Restaurant and food service managers,1
,,Supreme Business Solutions Inc.,"Surrey, BC V3R 5G1",0621-Retail and wholesale trade managers,1
,,Thai Cleaning,"Prince George, BC V2M 6X6","6733-Janitors, caretakers and building superintendents",1
,,Thai Delight Inc.,"Vancouver, BC V6E 1N2",6322-Cooks,1
,,The Michael Lacombe Group Inc.,"Vancouver, BC V6Z 1K7",6311-Food service supervisors,1
,,True North Landscaping,"North Vancouver, BC V7J 1P6",8612-Landscaping and grounds maintenance labourers,1
,,Ultimate Pro Enterprises Inc.,"Burnaby, BC V5H 2A1",6322-Cooks,1
,,Vancouver Screens Ltd,"Surrey, BC V3R 0C3","9537-Other products assemblers, finishers and inspectors",1
,,Wu & Company,"Vancouver, BC V6H 3X8",1311-Accounting technicians and bookkeepers,1
,,Xcelcor Cleaning,"Surrey, BC V3S 5J9",6421-Retail salespersons,1
,  Primary Agriculture,0763007 BC Ltd.,"Surrey, BC V3W 4G1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
,,,,"8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",4
,,,,8431-General farm workers,35
,,A. P. Sandhar Holdings Ltd,"Kelowna, BC V1P 1B7",8431-General farm workers,27
,,Boparai Farm,"Abbotsford, BC V2T 6B5",8431-General farm workers,3
,,Busra Mushroom Farm Ltd,"Surrey, BC V3S 0L5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",6
,,,,8431-General farm workers,28
,,Caspian Apiaries Inc.,"Delta, BC V4C 2P7",8431-General farm workers,10
,,Darvonda Nurseries Ltd,"Langley, BC V2Y 0W9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Dosanjh Farm Ltd.,"Abbotsford, BC V4X 2C6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Harvest Direct Farm Ltd.,"Osoyoos, BC V0H 1V4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,8
,,Holland Landscapers Inc.,"Vancouver, BC V6B 3W2","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,KDK Blueberry Farm,"Surrey, BC V3S 3X5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Mahal Farms Ltd.,"Richmond, BC V6V 1A8",8431-General farm workers,2
,,Maple Hills Farm,"Abbotsford, BC V4X 1Y3",8431-General farm workers,8
,,Oldfield Orchard and Bakery,"Victoria, BC V8Y 1Y2",8431-General farm workers,1
,,Rainbow Greenhouses Inc,"Chilliwack, BC V2R 4L6",8432-Nursery and greenhouse workers,10
,,T & T Mushroom Farm Ltd.,"Aldergrove, BC V4W 1K4",8611-Harvesting labourers,36
,,The Vineyard @ The Rise Ltd,"Vernon, BC V1T 9L8",8431-General farm workers,4
,,W. Friesen Farms,"Surrey, BC V3S 9S7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
Northwest Territories,   Low Wage,1845945 Alberta Ltd,"Hay River, NT X0E 0R8",6211-Retail sales supervisors,1
,,4720 NWT LTD,"Yellowknife, NT X1A 2P4",6531-Tour and travel guides,6
,,Kailun Trading Co Ltd.,"Fort Smith, NT X0E 0P0",6322-Cooks,1
,,Northwestern Air Lease Ltd,"Fort Smith, NT X0E 0P0",7315-Aircraft mechanics and aircraft inspectors,1
,,NWT Brewing Company Ltd.,"Yellowknife, NT X1A 2V7",6321-Chefs,1
,,Ptarmigan Inn Hotels Ltd.,"Hay River, NT X0E 1G1",0631-Restaurant and food service managers,1
,,,,6311-Food service supervisors,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Anonymous Content LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Backyard Productions LLC.,"Marina Del Ray, 90292","5131-Producers, directors, choreographers and related occupations",1
,,"Biscuit Filmworks, LLC","Los Angeles, 90038","5131-Producers, directors, choreographers and related occupations",1
,,BOB Industries LLC,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",1
,,Community Films Inc.,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,"Framestore, Inc.","Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Frozen Man Inc.,"New York, 10011","5131-Producers, directors, choreographers and related occupations",1
,,"Humble TV, LLC","New York, 10011","5131-Producers, directors, choreographers and related occupations",1
,,Minted Content,"Santa Monica, 90405","5131-Producers, directors, choreographers and related occupations",1
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",3
,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",2
,,Pecubu Productions Inc,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Sibling Rivalry Films LLC,"New York, 10013","5131-Producers, directors, choreographers and related occupations",1
,,Slim Pictures Inc.,"Venice, 90291","5131-Producers, directors, choreographers and related occupations",1
,,Splendid & Co,"Los Angeles, 90025","5131-Producers, directors, choreographers and related occupations",1
,,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",4
,,Superprime Films,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in system. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.",,,,,
"5. Effective February 2018, LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.",,,,,
"6. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
7. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
