"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (January-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,Agriville Farms Ltd,"Kingsville, ON N9Y 2N1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Albuna Farms Inc,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,15
,,Andrewes Farm Limited,"Beamsville, ON L0R 1B3",8431-General farm workers,12
,,Antonio Bajar Greenhouses Ltd,"Newmarket, ON L3Y 4V9",8432-Nursery and greenhouse workers,1
,,Aphria,"Leamington, ON N8H 3C4",8432-Nursery and greenhouse workers,8
,,Birch Lawn Farms Ltd,"Atwood, ON N0G 1B0",8431-General farm workers,1
,,Brian's Poultry Services Ltd,"Mildmay, ON N0G 2J0",8431-General farm workers,7
,,C & B Farms Inc,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,10
,,C Warren Farms,"Vineland Station, ON L0R 2E0",8431-General farm workers,2
,,Canadian Select Genetics Ltd,"Wingham, ON N0G 2W0",8431-General farm workers,30
,,Cervini Farms (1993) Inc,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,16
,,Chow's Farms Ltd,"Milton, ON L9E 0Y8",8431-General farm workers,1
,,Coffin Ridge Boutique Winery Inc.,"Annan, ON N0H 1B0",8431-General farm workers,2
,,Cuddy Farms Limited 2008,"Strathroy, ON N7G 3H6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,Da Feng Farms Inc,"Scarborough, ON M1V 3Y2",8431-General farm workers,5
,,DiCiocco Farms Inc,"Leamington, ON N8H 3V6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,"8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Domric International Ltd,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,15
,,Droogendyke's Market Garden Ltd,"Harley, ON N0E 1E0",8431-General farm workers,6
,,Eckerlea Acres Limited,"Seaforth, ON N0K 1W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Erieview Acres Inc,"Kingsville, ON N9Y 2N1",8432-Nursery and greenhouse workers,1
,,ES Holdings Inc,"Courtland, ON N0J 1E0",8431-General farm workers,9
,,Flimo Farms Ltd,"Williamstown, ON K0C 2J0",8431-General farm workers,1
,,Flower Group Operating LP- One Floral Group,"Leamington, ON N8H 4C9",8432-Nursery and greenhouse workers,120
,,Fred Nyland Produce Limited,"Millgrove, ON L8B 1T3",8431-General farm workers,10
,,Geronne Farms,"Chatham, ON N7M 5J4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Glen Elgin Vineyard Management (2012) Inc,"Jordan, ON L0R 1S0",8431-General farm workers,1
,,Greenwood Mushroom Farm,"Ashburn, ON L0B 1A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,,,8611-Harvesting labourers,20
,,Greiden Farms Ltd,"St. Mary's, ON N4X 1C5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Grownright Inc.,"Woodstock, ON N4S 7V9",0821-Managers in agriculture,1
,,Hao Fu Farm Ltd,"Newmarket, ON L3Y 4V9",8431-General farm workers,27
,,J and B Swine Ltd,"Arkona, ON N0M 1B0",8431-General farm workers,3
,,JM Hydroponics Ltd,"Kingsville, ON N9Y 2N5",8432-Nursery and greenhouse workers,10
,,Ken Beattie Limited,"Alliston, ON L9R 1V8",8431-General farm workers,2
,,Knapp's Decor & Fabrics Ltd,"Guelph, ON N1H 6H7",8432-Nursery and greenhouse workers,2
,,Kuepfer Vineyards,"Hillier, ON K0K 2J0",8431-General farm workers,2
,,Leamington Produce Ltd,"Leamington, ON N8H 1N8",8432-Nursery and greenhouse workers,2
,,Lighthall Vineyards Inc.,"Milford, ON K0K 2P0",8431-General farm workers,3
,,Mae-Mart Farms Ltd,"Waterford, ON N0E 1Y0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Minnema Farms Ltd.,"Appin, ON N0L 1A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",5
,,Monaghan Mushrooms Ltd,"Campbellville, ON L0P 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Mor Gro Farms Inc,"Leamington, ON N8H 3X4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8432-Nursery and greenhouse workers,1
,,Ontario Corporation #002392879,"Waterloo, ON N2V 2M7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Proplant Propagation Services,"Jarvis, ON N0A 1J0",8432-Nursery and greenhouse workers,30
,,Serkka Farms Inc,"Wallaceburg, ON N8A 4L1",8431-General farm workers,35
,,Sitko Farms Inc,"Wilsonville, ON N0E 1Z0",8431-General farm workers,23
,,Sluys Holsteins Inc.,"Clinton, ON N0M 1L0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Sunmaster Produce Inc,"Grande Pointe, ON N0P 1S0",8432-Nursery and greenhouse workers,1
,,Super Sweet Honey,"Watford, ON N0M 2S0",8431-General farm workers,1
,,Unionville Mushrooms Farm Inc.,"Markham, ON L3P 3J3",8611-Harvesting labourers,15
,,United Bait Inc.,"Stratford, ON N5A 1W3",8611-Harvesting labourers,40
,,Van Nes Farms Ltd,"Stratford, ON N5A 6S4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Vieni Estates Inc.,"Beamsville, ON L0R 1B2",8431-General farm workers,1
,,Wide Open Farms Inc.,"Windham Centre, ON N0E 2A0",8431-General farm workers,1
,,Woo Sung Canada,"Simcoe, ON N3Y 4J9",8431-General farm workers,10
,Permanent Resident Only,1559377 Ontario Inc.,"Locust Hill, ON L0H 1J0",7271-Carpenters,1
,,1622356 Ontario Limited,"Kingston, ON K7M 3X9",6322-Cooks,1
,,1741019 Ontario Inc.,"Delhi, ON N4B 1V7",0621-Retail and wholesale trade managers,1
,,1808181 Ontario Inc.,"Orillia, ON L3V 5E9",6311-Food service supervisors,1
,,1852075 Ontario Inc.,"Thunder Bay, ON P7B 5N2",6322-Cooks,1
,,1934075 Ontario Inc,"North York, ON M3H 1S8",6311-Food service supervisors,1
,,2100682 Ontario Inc.,"Mississauga, ON L4T 0A5",1221-Administrative officers,1
,,2117240 Ontario Ltd.,"Markham, ON L3P 1A1",6211-Retail sales supervisors,1
,,2226384 Ontario Inc.,"Niagara Falls, ON L2E 4C3",6211-Retail sales supervisors,1
,,2246176 Ontario Inc,"North York, ON M2N 3A8",0631-Restaurant and food service managers,1
,,2273790 Ontario Inc.,"St Catharines, ON L2T 2K9",0631-Restaurant and food service managers,1
,,2287033 Ontario Inc.,"Toronto, ON M1H 2A5",1111-Financial auditors and accountants,1
,,2290082 Ontario Inc.,"Toronto, ON M6C 2E3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,2329548 Ontario Inc.,"Toronto, ON M6J 1G4",0631-Restaurant and food service managers,1
,,2356061 Ontario Inc. o/a Boardwalk Shoes,"Mississauga, ON L5B 4M4",0621-Retail and wholesale trade managers,1
,,2359455 Ontario Inc,"Toronto, ON M9N 1W8",1311-Accounting technicians and bookkeepers,1
,,2383879 Ontario Inc DBA Warraich Meats,"Woodbridge, ON L4H 1R4",0631-Restaurant and food service managers,1
,,2396090 Ontario Inc.,"Brampton, ON L6T 3R5",6322-Cooks,1
,,2404763 Ontario Inc.,"Brampton, ON L6R 1W4",0621-Retail and wholesale trade managers,1
,,2437602 Ontario Inc.,"Timmins, ON P4N 7N5",6211-Retail sales supervisors,1
,,2442736 Ontario Inc.,"Kingston, ON K7M 3E9",6315-Cleaning supervisors,1
,,2517298 Ontario Inc.,"Brantford, ON N3R 8A7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,6178235 Canada Inc.,"Mississauga, ON L5S 1T7",1431-Accounting and related clerks,1
,,8125392 Canada Inc.,"Brampton, ON L6X 5E9",1241-Administrative assistants,1
,,8272450 Canada Inc.,"Brampton, ON L6X 4T7",1241-Administrative assistants,1
,,8310165 Canada Ltd.,"Toronto, ON M5B 1X8",1241-Administrative assistants,1
,,8442274 Canada Inc,"Brampton, ON L6W 2C2",0631-Restaurant and food service managers,1
,,8454850 Canad Ltd,"North Bay, ON P1B 4Y2",6421-Retail salespersons,1
,,8618763 Canada Inc,"Brampton, ON L6T 5B4",7295-Floor covering installers,1
,,A&C Law Firm LLP,"Ottawa, ON K1V 7Z3","4164-Social policy researchers, consultants and program officers",1
,,A+ Academy of Advancement Inc,"Scarborough, ON M1K 5G8",4031-Secondary school teachers,1
,,,,4032-Elementary school and kindergarten teachers,1
,,A1 Wholesale Inc.,"Toronto, ON M3J 2T2",6221-Technical sales specialists - wholesale trade,1
,,A-Class Upholstery Ltd.,"Brampton, ON L6T 3V1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Adelaide Street Hospitality Inc.,"Toronto, ON M5H 1T1",6321-Chefs,1
,,Akhny Solutions Inc.,"Etobicoke, ON M9W 6N5",2283-Information systems testing technicians,1
,,All WEather Systems Limited,"Mississauga, ON L5T 2B4",7313-Refrigeration and air conditioning mechanics,1
,,Ancam Solutions Company Ltd,"Oakville, ON L6L 6J4",1111-Financial auditors and accountants,1
,,Ashley Interiors,"Brockville, ON K6V 7H6",5242-Interior designers and interior decorators,1
,,Avion Technologies Inc.,"Mississauga, ON L5S 1M9",2233-Industrial engineering and manufacturing technologists and technicians,1
,,,,"7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1
,,,,9417-Machining tool operators,1
,,Ballet Creole,"Etobicoke, ON M8Y 1B1",5134-Dancers,1
,,Bawa Construction Inc.,"Brantford, ON N3R 4C5",7282-Concrete finishers,1
,,Beacon House International College,"Mississauga, ON L5B 3Z6","0124-Advertising, marketing and public relations managers",1
,,Brampton Painting Co. LTD,"Mississauga, ON L5T 1B6",7294-Painters and decorators (except interior decorators),2
,,Brancour Inc.,"Dundas, ON L9H 7H9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Bread House Ltd.,"Woodbridge, ON L4L 6B4",0621-Retail and wholesale trade managers,1
,,Britishoxford Consultants Inc.,"Brampton, ON L6S 3L9",1241-Administrative assistants,1
,,Canada Worldwide Services Inc.,"Mississauga, ON L4T 3T1","0124-Advertising, marketing and public relations managers",1
,,Canadian Grain Inc.,"Oakville, ON L6H 7S8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Canadian Medical Alliance,"Kanata, ON K2L 2N2",6221-Technical sales specialists - wholesale trade,2
,,Canadian Systems Inc.,"Etobicoke, ON M9W 0B5",5211-Library and public archive technicians,1
,,Cantex Distribution Inc.,"Niagara Falls, ON L2E 4B7",0114-Other administrative services managers,1
,,Cellular X,"Markham, ON L3A 3V7",6211-Retail sales supervisors,1
,,Central Tree Care Ltd.,"Toronto, ON M1L 4M7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Cheema Electrical Services Ltd.,"Brampton, ON L6T 5G1",2241-Electrical and electronics engineering technologists and technicians,1
,,Crown Accounting Services Inc.,"Brampton, ON L6X 1B2",1311-Accounting technicians and bookkeepers,1
,,Cutting Edge Frames and Moulding Inc.,"Toronto, ON M3J 2N5",1221-Administrative officers,1
,,DEALS UNLIMITED TRADING INC. O/A Shell Caledonia,"Etobicoke, ON M9W 7E5",0621-Retail and wholesale trade managers,1
,,Doublewin International Corp,"Toronto, ON M1V 4Y1","1123-Professional occupations in advertising, marketing and public relations",1
,,Dr. Nelantine Jesuthasa Professional Corp,"Toronto, ON M1T 3T6",3237-Other technical occupations in therapy and assessment,1
,,Dr. Preeti Jani Optometry Professional Corporation,"Mississauga, ON L5V 1G7",3231-Opticians,1
,,Dragon Staffing,"Toronto, ON M1T 3K8",1223-Human resources and recruitment officers,1
,,ECS Electric Inc.,"Mississauga, ON L5N 7C8",7242-Industrial electricians,1
,,Elite Automobiles Inc.,"Ottawa, ON K1A 7L9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Eurospec Tooling Partnership,"Newmarket, ON L3Y 7B2",7231-Machinists and machining and tooling inspectors,1
,,Fast Track Immigration Services,"Toronto, ON M5A 2K3",1241-Administrative assistants,1
,,Footprints Therapy Ltd.,"Toronto, ON M3B 2R2",3232-Practitioners of natural healing,1
,,FunctionAbility Rehabilitation Services,"Vaughan, ON L4J 3M4",3143-Occupational therapists,1
,,Gigg Express Inc.,"Mississauga, ON L4W 5L5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Global IT Connect Ltd.,"Mississauga, ON L4V 1W1",2172-Database analysts and data administrators,1
,,Golden Leaf Plastics Inc.,"Markham, ON L3R 5M1","8211-Supervisors, logging and forestry",1
,,Guru's Hakka Chinese & Indian Cuisine Inc.,"Mississauga, ON L5V 2W1",6322-Cooks,1
,,High Strength & Profiles Inc.,"Mississauga, ON L5S 1K4",2253-Drafting technologists and technicians,1
,,Homelife Miracle Realty Ltd.,"Etobichoke, ON M9V 5C6","0124-Advertising, marketing and public relations managers",1
,,JMA Accounting Professional Corporation,"Oakville, ON L6J 7W5","1212-Supervisors, finance and insurance office workers",1
,,Kitchen Stuff Plus Inc.,"Toronto, ON M6B 1W6",0621-Retail and wholesale trade managers,1
,,Kristin Heeney Optometry Professional Corp,"Toronto, ON M5V 2K8",3231-Opticians,1
,,Lake of the Woods District Hospital,"Kenora, ON P9N 3W7",2241-Electrical and electronics engineering technologists and technicians,1
,,Lemine Real Estate Consulting Inc.,"Richmond Hill, ON L4B 4N6",5241-Graphic designers and illustrators,1
,,Little Kickers Canada Holdings Ltd,"Toronto, ON M4E 3M3","0513-Recreation, sports and fitness program and service directors",1
,,Lixar I.T. Inc.,"Ottawa, ON K1K 2C5",5241-Graphic designers and illustrators,1
,,Marana Kitchen & Home Design,"Etobicoke, ON M9W 5G3",2253-Drafting technologists and technicians,2
,,Marvel Lazer Inc,"Mississauga, ON L4Z 2E8",2242-Electronic service technicians (household and business equipment),1
,,MasonryWorx,"Mississauga, ON L4W 5A1","1123-Professional occupations in advertising, marketing and public relations",1
,,Metex Heat Treating Ltd,"Brampton, ON L6T 4M2",7311-Construction millwrights and industrial mechanics,1
,,N Architecture Inc.,"Toronto, ON M2N 4V2",1241-Administrative assistants,1
,,Narayanmuni Corporation,"Sault Ste Marie, ON P6B 4Y9",6311-Food service supervisors,1
,,Nishu Food Inc o/a Subway,"Burlington, ON L7T 4J5",0631-Restaurant and food service managers,1
,,Nu Way Tour & Travels Inc.,"Mississauga, ON L5S 1T7",1311-Accounting technicians and bookkeepers,2
,,Ontario Conference SDA Church,"Oshawa, ON L1H 1H8",1241-Administrative assistants,1
,,Orchard Apartments (2503-2507) Inc.,"Mississauga, ON L5B 4M9",6315-Cleaning supervisors,1
,,Orlick Industries Limited,"Hamilton, ON L8H 5Y4",2282-User support technicians,1
,,Ovislink Canada Inc.,"Markham, ON L3R 8E8",6221-Technical sales specialists - wholesale trade,1
,,Pacific Controls (Canada) Inc.,"Toronto, ON M5H 1T1",2232-Mechanical engineering technologists and technicians,1
,,Pentagon Logistics Inc.,"Mississauga, ON L4Y 1Y7",1221-Administrative officers,1
,,Piling Experts Inc.,"Bolton, ON L7E 1W2",1221-Administrative officers,1
,,Play Loft Inc.,"Toronto, ON M4K 1P9",4214-Early childhood educators and assistants,1
,,Polyten Inc.,"Woodbridge, ON L4L 5W6",2211-Chemical technologists and technicians,1
,,Right To Play International,"Toronto, ON M5C 1C4","0013-Senior managers - financial, communications and other business services",1
,,River Road Retirement Residence,"Niagara Falls, ON L2E 3E6",3233-Licensed practical nurses,1
,,Robert Design Group Ltd.,"Mississauga, ON L4W 1Y5",7272-Cabinetmakers,1
,,RPS Industries Inc.,"Scarborough, ON M1S 3J1",0621-Retail and wholesale trade managers,1
,,Ruwan's Culinary Inc.,"Mississauga, ON L5S 1W7",6332-Bakers,1
,,Sanjay Verma Professional Co,"Brampton, ON L6S 0E7",1221-Administrative officers,1
,,Scarsin Corporation,"Uxbridge, ON L9P 1P2",4162-Economists and economic policy researchers and analysts,1
,,ShoreWise Consulting Inc.,"Mississauga, ON L4W 2A1",2172-Database analysts and data administrators,1
,,Silver Stallion Enterprises Inc.,"Markham, ON L3R 1G2",6222-Retail and wholesale buyers,1
,,SK Fresh Linksys Inc.,"Toronto, ON M1B 2G1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Sonibrand Farm Inc.,"St. Isidore, ON K0C 2B0",7311-Construction millwrights and industrial mechanics,1
,,Suryanarayan Corporation o/a Queensway Motel,"Toronto, ON M8Y 1K5","6313-Accommodation, travel, tourism and related services supervisors",1
,,The Consulting House,"Toronto, ON M2N 0G3","1212-Supervisors, finance and insurance office workers",1
,,Three Star Fabrics Ltd.,"Concord, ON L4K 4Z9",6222-Retail and wholesale buyers,1
,,Traffipax LLC.,"Mississauga, ON L4W 5G5",2242-Electronic service technicians (household and business equipment),1
,,Tribalscale Inc.,"Toronto, ON M5V 3C7",5241-Graphic designers and illustrators,1
,,Turuss (Canada) Industry Co. Ltd,"Chesley, ON N0G 1L0","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Venerica Meats Inc.,"Toronto, ON M6P 2A4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Venus Autoparts Inc.,"Toronto, ON M9W 4V6",6222-Retail and wholesale buyers,1
,,Vittoria Veal & Delicatessen Ltd.,"Ottawa, ON K1V 2A4",6311-Food service supervisors,1
,,Westcast Industries Inc,"Brantford, ON N3V 1E7",1121-Human resources professionals,1
,,Westincor Limited,"Maple, ON L6A 0K5","0016-Senior managers - construction, transportation, production and utilities",1
,,Wheel King Transhaul Inc.,"Milton, ON L9T 3H3",1221-Administrative officers,1
,,Widex Canada Ltd.,"Burlington, ON L7L 5H9",2242-Electronic service technicians (household and business equipment),1
Manitoba,    High Wage,6803190 Manitoba Ltd.,"Winnipeg, MB R3T 5J9",6322-Cooks,2
,,8362556 Canada Inc.,"Winnipeg, MB R3J 3T7",3111-Specialist physicians,1
,,Bestland Air Ltd,"Starbuck, MB R0G 2P0","2271-Air pilots, flight engineers and flying instructors",1
,,Horizon Glass Ltd.,"Brandon, MB R7B 1M8",7292-Glaziers,1
,,JC Worldwide Immigration Networks Inc,"Winnipeg, MB R3Y 1Y1",5241-Graphic designers and illustrators,1
,,JDB Project Engineering Inc,"Winkler, MB R6W 0H5",2231-Civil engineering technologists and technicians,1
,,JEB Development Ltd.,"Winnipeg, MB R3G 0N3","3223-Dental technologists, technicians and laboratory assistants",1
,,KBW Aviation Ltd.,"St Jean Baptiste, MB R0G 2B0","2271-Air pilots, flight engineers and flying instructors",1
,,Online Enterprises Inc.,"Winnipeg, MB R3B 0R3",2171-Information systems analysts and consultants,2
,,Provincial Helicopters Ltd.,"Lac du Bonnet, MB R0E 1A0","2271-Air pilots, flight engineers and flying instructors",1
,,Trademarks Properties Inc.,"Winnipeg, MB R3L 2B9",7271-Carpenters,1
,,,,7272-Cabinetmakers,1
,,,,"7284-Plasterers, drywall installers and finishers and lathers",1
,,Uppal Bro's Construction Ltd.,"Winnipeg, MB R3S 0K5",7271-Carpenters,3
,   Low Wage,6251137 Manitoba Ltd.,"Shilo, MB R0K 2A0",6322-Cooks,1
,,6449434 Manitoba Ltd,"Winnipeg, MB R3T 4S5",6322-Cooks,1
,,6463968 Manitoba Ltd.,"Souris, MB R0K 2C0",6322-Cooks,1
,,6500839 Manitoba Ltd.,"Winnipeg, MB R3T 2A9",6322-Cooks,1
,,6707883 Manitoba Corporation,"Winnipeg, MB R2X 3B9",6322-Cooks,1
,,6794930 Manitoba Ltd,"Killarney, MB R0K 1G0","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,AMC Pawn & Sales Co Ltd.,"Winnipeg, MB R3B 1W6","0124-Advertising, marketing and public relations managers",1
,,Boundary Trail Welding Inc,"Cartwright, MB R0K 0L0",7237-Welders and related machine operators,1
,,G3 Canada Limited,"Winnipeg, MB R3B 1B3",7452-Material handlers,1
,,Hanaro Investment Corporation,"Brandon, MB R7A 7L9",6311-Food service supervisors,1
,,House of Nanking Ltd,"Winnipeg, MB R3X 1N6",6322-Cooks,1
,,Hwy 6 Hotel Restaurant,"not specified, MB R0C 2J0",6322-Cooks,1
,,Meyer Bros Trucking Ltd.,"Winnipeg, MB R3B 1A9",6731-Light duty cleaners,1
,,Panwin Food Industries Ltd.,"Winnipeg, MB R2V 3E1",6322-Cooks,1
,  Primary Agriculture,4663943 Manitoba Ltd.,"Minnedosa, MB R0J 1E0",8431-General farm workers,1
,,Bee Blossom Apiaries,"Gilbert Plains, MB R0L 0X0",8431-General farm workers,2
,,Dufferin Market Gardens,"Carman, MB R0G 0J0",8431-General farm workers,17
,,Durston Honey Farms Ltd.,"Dauphin, MB R7N 2T8",8431-General farm workers,7
,,Hamiota Feedlot Ltd.,"Hamiota, MB R0M 0T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Kroeker Farms Limited,"Winkler, MB R6W 0K7",8431-General farm workers,30
,Permanent Resident Only,Custom Software Solutions Inc.,"Virden, MB R0M 2C0",2174-Computer programmers and interactive media developers,2
,,Nexus Realty Brokerage,"Brandon, MB R7A 4K1","0016-Senior managers - construction, transportation, production and utilities",1
Saskatchewan,    High Wage,101112955 Saskatchewan Ltd,"Saskatoon, SK S7K 2P2",3111-Specialist physicians,1
,,Equinox Home Innovations,"Saskatoon, SK S7K 8C1","7284-Plasterers, drywall installers and finishers and lathers",1
,,Hanfood International Trading Group Inc,"Regina, SK S4P 0R7","9213-Supervisors, food, beverage and associated products processing",1
,,Northern Konstar Seed Potatoes Ltd.,"Outlook, SK S0L 2N0",2221-Biological technologists and technicians,1
,,Spicy & Delish Restaurant Ltd.,"Saskatoon, SK S7H 0W5",6322-Cooks,2
,   Low Wage,101028980 Sask Ltd.,"Estevan, SK S4A 0V2","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,102004506 Saskatchewan Ltd,"Paradise Hill, SK S0M 2G0",6211-Retail sales supervisors,1
,,,,6621-Service station attendants,1
,,Advantage Roofing Ltd,"Saskatoon, SK S7M 0W9",7291-Roofers and shinglers,1
,,APM Gas Express Ltd.,"Balcarres, SK S0G 0C0",0621-Retail and wholesale trade managers,1
,  Primary Agriculture,B Strong Apiaries Limited,"Rocanville, SK S0A 3L0",8431-General farm workers,8
,,Charteris Farms Ltd,"Kerrobert, SK S0L 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Double Diamond Farm Ltd,"Canwood, SK S0J 0K0",8431-General farm workers,3
,,Spring Creek Berry Barn Inc,"Saskatoon, SK S7K 3J6",8432-Nursery and greenhouse workers,1
Alberta,    High Wage,1355501 Alberta Ltd.,"Edmonton, AB T6E 1Z3",0621-Retail and wholesale trade managers,1
,,1471899 Alberta Ltd.,"Edmonton, AB T5L 2H8",7272-Cabinetmakers,1
,,1485521 Alberta Ltd,"Calgary, AB T3H 5J2",0631-Restaurant and food service managers,1
,,1487016 Alberta Ltd,"Calgary, AB T2G 1K4","7301-Contractors and supervisors, mechanic trades",1
,,1487377 Alberta Ltd,"Calgary, AB T2R 1M4",6732-Specialized cleaners,1
,,1693338 Alberta Ltd,"Edmonton, AB T5T 4M2",0621-Retail and wholesale trade managers,1
,,1698687 Alberta Ltd,"Calgary, AB T1Y 6M6",0631-Restaurant and food service managers,1
,,1796804 Alberta Ltd.,"Calgary, AB T2N 0G9","7284-Plasterers, drywall installers and finishers and lathers",2
,,1798529 Alberta Ltd,"Calgary, AB T2A 0V1",0621-Retail and wholesale trade managers,1
,,1836083 Alberta Ltd.,"Calgary, AB T2N 1A3",0621-Retail and wholesale trade managers,1
,,18640976 Magic Siding Ltd,"Cochrane, AB T4C 1H2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,1889033 Alberta Ltd. O/A Flaming Wok,"Rocky View, AB T4A 0G3",0631-Restaurant and food service managers,2
,,1946220 Alberta Ltd,"Edmonton, AB T5T 6Y3",0631-Restaurant and food service managers,1
,,1971679 Alberta Inc.,"Edmonton, AB T6M 0M8",1311-Accounting technicians and bookkeepers,1
,,1990068 Alberta Ltd,"Edmonton, AB T5M 0T8",2282-User support technicians,1
,,,,6211-Retail sales supervisors,1
,,2008863 Alberta Ltd,"Calgary, AB T2V 1H2","1123-Professional occupations in advertising, marketing and public relations",1
,,3C Information Solutions Inc.,"Edmonton, AB T6H 1T9",7246-Telecommunications installation and repair workers,1
,,6581510 Canada Inc.,"Edmonton, AB T6T 1V9",7511-Transport truck drivers,2
,,782902 Alberta Ltd,"Sylvan Lake, AB T4S 0A5",2174-Computer programmers and interactive media developers,1
,,866078 Alberta Ltd,"Nisku, AB T9E 8M8","0651-Managers in customer and personal services, n.e.c.",1
,,961945 Alberta Ltd,"Edmonton, AB T5L 2G9",7271-Carpenters,1
,,,,"7284-Plasterers, drywall installers and finishers and lathers",3
,,AAA Petroleum Contracting Ltd,"Calgary, AB T2X 1Z3","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Action Gear Cycle & Sports Ltd.,"Jasper, AB T0E 1E0","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Alberta Eavestroughing (Edmonton) Inc.,"Edmonton, AB T5M 2S5","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",2
,,Alberta Production Machining Ltd,"Edmonton, AB T6B 3S5",7231-Machinists and machining and tooling inspectors,1
,,Alpen Tiles Inc,"Edmonton, AB T6V 1W7",7283-Tilesetters,1
,,B.B.S. Exterior Ltd.,"Calgary, AB T3J 1N6","7284-Plasterers, drywall installers and finishers and lathers",7
,,Barakat Industries Ltd.,"Edmonton, AB T5Z 3E5",7521-Heavy equipment operators (except crane),1
,,Bauer Foundations Canada Inc.,"Calgary, AB T2C 3C9",7521-Heavy equipment operators (except crane),2
,,BCNS Ventures Inc.,"Grande Prairie, AB T8V 7X6",3141-Audiologists and speech-language pathologists,1
,,Best Kitchens Refinishing Ltd,"Edmonton, AB T6E 4M9","7284-Plasterers, drywall installers and finishers and lathers",1
,,Bhatti Enterprises Inc,"Edmonton, AB T6S 1E9",7511-Transport truck drivers,2
,,Business Improvement Solutions Inc.,"Sherwood Park, AB T8H 2C1",0213-Computer and information systems managers,1
,,Calgary Shooting Centre Ltd,"Calgary, AB T2H 0W3","7384-Other trades and related occupations, n.e.c.",1
,,Callingwood Flooring Inc.,"Edmonton, AB T5T 2G6",7295-Floor covering installers,1
,,Canadian Base Transport Ltd.,"Calgary, AB T3L 3G6",7511-Transport truck drivers,2
,,Canadian Harkara Inc,"Edmonton, AB T6T 0A9","5131-Producers, directors, choreographers and related occupations",1
,,Canline Pipeline Soultions Ltd.,"Breton, AB T0C 0P0","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Carfinco Inc,"Edmonton, AB T6E 5Y7",0111-Financial managers,1
,,Carter Booker Distribution Inc,"Calgary, AB T2Y 4T9","7305-Supervisors, motor transport and other ground transit operators",1
,,Cennova Urban Spaces Inc.,"Edmonton, AB T6B 2X8",7271-Carpenters,3
,,Charge On International Inc,"Edmonton, AB T6V 1R3","0651-Managers in customer and personal services, n.e.c.",1
,,Chris' Auto Service Ltd,"Edmonton, AB T5L 0T3","7301-Contractors and supervisors, mechanic trades",1
,,Cree-Con Construction Inc,"Edmonton, AB T6E 6J8",7282-Concrete finishers,2
,,Crossroads C & I Distributors Inc,"Edmonton, AB T5S 2X5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Dreco Energy Services ULC,"Edmonton, AB T8E 6A5",7237-Welders and related machine operators,1
