"Employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (April-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
,,North Douglas Child Care Society,"VICTORIA, BC V8Z 6R9",4214-Early childhood educators and assistants,1
,,North Vancouver Child Development Center Ltd.,"North Vancouver, BC V7H 1Y4",4214-Early childhood educators and assistants,1
,,OH!ZZHU SAM KOREAN RESTAURANT,"BURNABY, BC V3N 1B4",6322-Cooks,1
,,Oriana Yacht Charters Ltd.,"West Vancouver, BC V7T 1B8",6513-Food and beverage servers,1
,,Penticton Towing Ltd.,"PENTICTON, BC V2A 4P6",7511-Transport truck drivers,1
,,Pizza Town & Indian Cuisine Ltd.,"Coquitlam, BC V3J 1S6","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Premium Brands Bakery Inc.,"Richmond, BC V6C 3C8",6332-Bakers,3
,,Q.E. Park Restaurant Inc.,"Vancouver, BC V6G 3E7",6322-Cooks,1
,,Ranch Park Kids Place,"COQUITLAM, BC V3C 2C4",4214-Early childhood educators and assistants,1
,,Ravnoor Enterprises Ltd.,"LANGLEY, BC V2Z 1K7",6311-Food service supervisors,1
,,Saanich Landscaping Ltd.,"VICTORIA, BC V8Z 3G7",7281-Bricklayers,1
,,Sandhurst Properties Inc.,"Richmond, BC V6X 0B8",6311-Food service supervisors,4
,,Sanjay Foods Ltd.,"Richmond, BC V7E 2G3","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,SBMC Holdings Ltd.,"Victoria, BC V9B 1J2",6311-Food service supervisors,6
,,Seneca Building Maintenance Ltd,"SURREY, BC V3W  3A",6315-Cleaning supervisors,1
,,Seok Gi Si Dae Restaurant Ltd.,"Coquitlam, BC V3J 3X6",6322-Cooks,1
,,Sierra North Enterprises Ltd.,"CHARLIE LAKE, BC V0C 1H0",6211-Retail sales supervisors,1
,,Silk Scarf Holdings Inc.,"SUMMERLAND, BC V0H 1Z4",4163-Business development officers and marketing researchers and consultants,1
,,Soochun Bok o/a Sushi Heaven,"New Westminster, BC V3L 3X6",6322-Cooks,1
,,Spade Coffee Inc.,"Vancouver, BC V5N 4A5",6322-Cooks,1
,,Stay 'N' Play Group Daycare,"Port Coquitlam, BC V3B 3N4",4214-Early childhood educators and assistants,1
,,Steamworks Restaurant Co Ltd. o/a Rogue Kitchen & Wetbar,"Vancouver, BC V6B 1G1",6322-Cooks,2
,,Super-Cut Lumber Industries Ltd,"LANGLEY, BC V1M 3N8","9614-Labourers in wood, pulp and paper processing",4
,,Surecare Cleaning Service Ltd,"NEW WESTMINSTER, BC V3M 4K6",6315-Cleaning supervisors,3
,,Sushisi Enterprises Ltd.  o/a Sushi S Japanese Restaurant,"Burnaby, BC V5G 3H5",6322-Cooks,1
,,Tandoori Raja & Pizza House Ltd.,"Surrey, BC V3W 3B2",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,The Bombay Sweets 2009 Ltd,"Port Coquitlam, BC V3C 3H1",6322-Cooks,1
,,The Coffee Bun Bakery & Cafe Inc.,"NORTH VANCOUVER, BC V7M 3K1",6332-Bakers,1
,,The Poke Guy Food Inc,"VANCOUVER, BC V6B 2Z3",6322-Cooks,1
,,The Wickaninnish Inn Ltd,"TOFINO, BC V0R 2Z0","6742-Other service support occupations, n.e.c.",1
,,United Coastal Logistics Ltd.,"Surrey, BC V3W 7X4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Variety Auto Sales Ltd.,"PORT COQUITLAM, BC V3C 1T5",6211-Retail sales supervisors,1
,,Verka Food Products Ltd,"Richmond, BC V6V 1Z9","9617-Labourers in food, beverage and associated products processing",2
,,West Oak Restaurant Ltd.,"VANCOUVER, BC V6B 5P9",6321-Chefs,1
,,Western Bay Properties Inc.,"Richmond, BC V6X 0B8",6311-Food service supervisors,4
,,Wickham Developments Ltd,"Richmond, BC V6X 3M5",0631-Restaurant and food service managers,1
,,Wildsider Enterprises Inc.,"Coquitlam, BC V3J 3P7",1241-Administrative assistants,2
,,YNP Enterprises Ltd.,"COQUITLAM, BC V3B 8B7",6322-Cooks,1
,  Primary Agriculture,Ajay Boparai Enterprises Ltd,"Kelowna, BC V1W 4S4",8431-General farm workers,9
,,Brar Brothers Holdings Ltd.,"Kelowna, BC V1W 4H3",0821-Managers in agriculture,1
,,Concern Herbs Group Ltd.,"LANGLEY, BC V2Z 1K5",8431-General farm workers,3
,,Dorel Krsta ASG Produce,"Armstrong, BC V0E 1B4",8431-General farm workers,1
,,EVL Nursery,"LANGLEY, BC V2Y 2N8",8432-Nursery and greenhouse workers,1
,,Function Junction Fruit Ltd.,"KELOWNA, BC V1P 1C6",8431-General farm workers,2
,,Harman Labour Contracting Ltd,"ABBOTSFORD, BC V2S 6L2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,20
,,KNB Enterprises Ltd,"Ladner, BC V4K 3N2","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,35
,,Legacy Five Farms Ltd,"Abbotsford, BC V4X 2P6",8431-General farm workers,1
,,Lulu Island Winery Ltd,"Richmond, BC V6V 1A8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Odyssey Ventures Ltd.,"Oliver, BC V0H 1T1","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2
,,Phulka Farms Inc.,"Abbotsford, BC V2T 5G3",8431-General farm workers,4
,,Sabolay Processors Ltd.,"Langley, BC V4W 1K4",8431-General farm workers,2
,,Samra Bros Blueberry Farms Ltd.,"SURREY, BC V3S 1K4",8431-General farm workers,18
Northwest Territories,   Low Wage,1845945 Alberta Ltd,"Hay River, NT X0E 0R8",6211-Retail sales supervisors,1
,,Arctic Digital Ltd.,"Inuvik, NT X0E 0T0",2242-Electronic service technicians (household and business equipment),1
,,Aurora Ninja Ltd.,"YELLOWKNIFE, NT X1A 2R2","6313-Accommodation, travel, tourism and related services supervisors",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Backyard Productions LLC.,"Marina Del Ray, 90292","5131-Producers, directors, choreographers and related occupations",1
,,Biscuit Filmworks,"LOS ANGELES, 90038","5131-Producers, directors, choreographers and related occupations",1
,,BOB Industries LLC,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",1
,,Frozen Man Inc.,"New York, 10011","5131-Producers, directors, choreographers and related occupations",3
,,"Furlined, Inc","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,Gleitbau GmbH,"SALZBURG, A5020","7204-Contractors and supervisors, carpentry trades",3
,,Harvest Films Inc.,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Honor Society Films, LLC","New York, 10012","5131-Producers, directors, choreographers and related occupations",1
,,"Humble TV, LLC","Los Angeles, 90019","5131-Producers, directors, choreographers and related occupations",1
,,,"New York, 10011","5131-Producers, directors, choreographers and related occupations",1
,,International Federation of Accountants,"New York, 10017",0111-Financial managers,1
,,Lovesavage Inc.,"BROOKLYN, 11201","5131-Producers, directors, choreographers and related occupations",1
,,Michael Schrom and Company LLC dba Sandwick Media,"BLAUVELT, 10913","5131-Producers, directors, choreographers and related occupations",1
,,"Morton Jankel Zander, Inc.","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",1
,,"Moxie Pictures, Inc.","LOS ANGELES, 90016","5131-Producers, directors, choreographers and related occupations",1
,,"Park Pictures, LLC","New York, 10010","5131-Producers, directors, choreographers and related occupations",2
,,Radical Media LLC,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
,,"Reset Content, LLC","Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",2
,,Sanctuary Content Inc.,"LOS ANGELES, 90034","5131-Producers, directors, choreographers and related occupations",1
,,"Serial Pictures, LLC","Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
,,The Sweet Shop,"Hollywood, 90028","5131-Producers, directors, choreographers and related occupations",1
,,Washington Square Films,"New York, 10012","5131-Producers, directors, choreographers and related occupations",1
,  Primary Agriculture,"Olsen Custom Farms, LLC","Hendricks, 56136",8431-General farm workers,28
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in system. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.",,,,,
"5. Effective February 2018, LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.",,,,,
"6. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
7. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
