"Employers who were Issued a Negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and Business Location in 2020(July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Requested Positions
British Columbia,  Primary Agriculture,Othello Farms Ltd.,"Surrey, BC V3S 3A6",8431-General farm workers,14
British Columbia,  Primary Agriculture,Padda and Mattu Blueberry Farm Ltd,"SURREY, BC V3W 2C3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
British Columbia,  Primary Agriculture,Start Fresh Project Society,"Kelowna, BC V1Y 9S4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
British Columbia,  Primary Agriculture,Triple Six Farms Inc.,"Richmond, BC V6W 1H1",8431-General farm workers,6
British Columbia, Global Talent Stream,Altran Canada Solutions Corp,"Vancouver, BC V6C 3E8",2173-Software engineers and designers,6
Yukon,   Low Wage,535657 YUKON INC.,"Whitehorse, YT Y1A 4S7",1221-Administrative officers,1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Girl Culture Films LLC,"Venice, 90292","5131-Producers, directors, choreographers and related occupations",2
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Iconoclast Content, Inc.","Los Angeles, 90004","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Morton Jankel Zander, Inc","Los Angeles, 90064","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Prettybird,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,"Psyop Productions, LLC","NEW YORK, 10013","5131-Producers, directors, choreographers and related occupations",1
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Stink LLC,"Culver City, 90232","5131-Producers, directors, choreographers and related occupations",2
Employers carrying on business in Canada with Head Office outside of Canada,    High Wage,Tool of North America,"Santa Monica, 90404","5131-Producers, directors, choreographers and related occupations",1
Notes:,,,,,
1. The source for all information in this report is Employment and Social Development Canada's (ESDC) LMIA System.,,,,,
"2. This list excludes all personal names, such as employers of caregivers or business names that use or include personal names. For this reason, the list is not complete and does not reflect all employers who requested or received an LMIA. Should an employer wish to contact ESDC concerning the accuracy of their information, please contact NA-TFWP-PTET@hrsdc-rhdcc.gc.ca.",,,,,
"3. The employer name is manually entered in system. As such, accuracy of the names is subject to potential data entry error and inconsistent spelling.",,,,,
"4. Effective November 2016, NOC 2011 is being used. Prior to November 2016, all occupations under NOC 2006 were converted to the respective NOC 2011 occupation. Empirical concordance released by Statistics Canada was used to determine appropriate linkages.",,,,,
"5. Effective February 2018, LMIAs in support of Permanent Residence (PR) are excluded from TFWP statistics reporting, unless reported separately. This may impact statistics reported over time.",,,,,
"6. The LMIA System tracks TFW positions only, not TFWs who are issued a work permit or who enter Canada. Not all positions approved result in a work permit or a TFW entering Canada. For information on the number of work permits issued, please consult Immigration Refugees and Citizenship Canada's (IRCC) Facts and Figures: http://www.cic.gc.ca/english/resources/statistics/menu-fact.asp",,,,,
7. The numbers appearing in this release may differ slightly from those reported in previous releases of LMIA statistics due to data updates that occur over time.,,,,,
