"List of employers who were issued a positive  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,Glenn Whiteside Farms Ltd,"Alliston, ON L9R 1V2",8431-General farm workers,7
,,Goetz Farms & Greenhouse Ltd.,"Simcoe, ON N3Y 4K6",8431-General farm workers,4
,,Golden Acre Farms Inc.,"Kingsville, ON N9Y 2E4",8431-General farm workers,50
,,GoodYear Farm Ltd,"Queensville, ON L0G 1R0",8431-General farm workers,229
,,Grace Family Farms Ltd,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,32
,,Grange Hill Farms,"Clarksburg, ON N0H 1J0",8431-General farm workers,14
,,Great Lakes Pig Co,"Blenheim, ON N0P 1A0",8431-General farm workers,6
,,Great Northern Hydroponics,"Kingsville, ON N9Y 2E9",8432-Nursery and greenhouse workers,173
,,Green Circle Farms Inc,"Leamington, ON N8H 3W1",8432-Nursery and greenhouse workers,22
,,Green Leaf Farms,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,4
,,Green Ridge Farms,"Wellington, ON K0K 3L0",8431-General farm workers,15
,,Green View Acres Ltd,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,10
,,Greenfield Gardens Inc,"Fenwick, ON L0S 1C0",8432-Nursery and greenhouse workers,6
,,Greenhill Produce (Thamesville) Ltd,"Thamesville, ON N0P 2K0",8432-Nursery and greenhouse workers,96
,,Greenlane Farms (2004) Ltd,"Vineland Station, ON L0R 2E0",8431-General farm workers,38
,,Greenwood Mushroom Farm,"Ashburn, ON L0B 1A0",8611-Harvesting labourers,20
,,Gregory Greenhouses Inc,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,2
,,Grindstone Creek Nursery Inc,"Carlisle, ON L0R 1H1",8432-Nursery and greenhouse workers,3
,,GrowLiv Ltd,"Amherstburg, ON N9V 2Y9",8432-Nursery and greenhouse workers,2
,,Gwillimdale Farms Ltd,"Bradford, ON L3Z 2B7",8431-General farm workers,8
,,H & A Mastronardi Farms Ltd,"Kingsville, ON N9Y 2E5",8432-Nursery and greenhouse workers,52
,,H Richardson Farms Limited,"Kendal, ON L0A 1E0",8432-Nursery and greenhouse workers,2
,,H.J. Vanderzaag Farms Ltd,"Alliston, ON L9R 1V3",8431-General farm workers,2
,,H.R. Marshall Farms Ltd,"Ancaster, ON L9G 1P9",8431-General farm workers,4
,,Hacienda North Farms Inc.,"Wheatley, ON N0P 2P0",8432-Nursery and greenhouse workers,13
,,Hanns Farms Limited,"La Salette, ON N0E 1H0",8432-Nursery and greenhouse workers,24
,,Hardie Wines Limited,"Wellington, ON K0K 3L0",8431-General farm workers,12
,,Harster Greenhouse Inc,"Dundas, ON L9H 6Y6",8431-General farm workers,5
,,Heeman Greenhouses Ltd,"Thorndale, ON N0M 2P0",8431-General farm workers,3
,,Hendriks Greenhouses,"Beamsville, ON L0R 1B3",8432-Nursery and greenhouse workers,15
,,Hernder Farms,"St Catharines, ON L2R 6P7",8431-General farm workers,10
,,Hernder Vineyards Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,10
,,HG Versteegh Orchards Ltd,"Ilderton, ON N0M 2A0",8431-General farm workers,18
,,Hi-Berry Farm Inc,"Port Elgin, ON N0H 2C6",8431-General farm workers,31
,,Hidden Bench Vineyards & Winery Inc,"Beamsville, ON L0R 1B2",8431-General farm workers,9
,,High Octane Farms Inc,"Norwich, ON N0J 1P0",8432-Nursery and greenhouse workers,4
,,Highland Farms,"Mississauga, ON L4Z 1N5",8431-General farm workers,20
,,Highline Produce Limited,"Leamington, ON N8H 3V5",8431-General farm workers,8
,,,,8611-Harvesting labourers,126
,,Hillen Nursery Inc,"Mount Brydges, ON N0L 1W0",8432-Nursery and greenhouse workers,23
,,Hillier Creek Estates Limited,"Hillier, ON K0K 2J0",8431-General farm workers,4
,,Hillside Gardens Ltd,"Bradford, ON L3Z 4A6",8431-General farm workers,12
,,Hillside Hothouse Ltd,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,18
,,HNL Greenhouse Growers,"Wainfleet, ON L0S 1V0",8432-Nursery and greenhouse workers,2
,,Holburne Mushroom Farm (2005) Limited,"Queensville, ON L0G 1R0",8611-Harvesting labourers,2
,,Holland Acres Inc,"Newmarket, ON L3Y 4V9",8431-General farm workers,8
,,Homestead Growers Niagara Inc,"Vineland, ON L0R 2E0",8432-Nursery and greenhouse workers,5
,,Hope Lane Farms Inc,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,3
,,Horodynsky Farms Incorporated,"Innisfil, ON L0L 1K0",8431-General farm workers,18
,,Hortico Inc,"Waterdown, ON L0R 2H1",8432-Nursery and greenhouse workers,14
,,Hudec Farms Ltd,"Vanessa, ON N0E 1V0",8431-General farm workers,36
,,Huebel Grapes Estates Ltd,"Queenston, ON L0S 1L0",8431-General farm workers,21
,,Hughes Vineyards,"Beamsville, ON L0R 1B1",8431-General farm workers,3
,,Hunter Farms Limited,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,6
,,Hutchinson Farm Inc,"Burlington, ON L7M 0R3",8431-General farm workers,4
,,Huybers Hog Haven Ltd,"Wyoming, ON N0N 1T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,I P R Farms Ltd,"Leamington, ON N8H 4H3",8432-Nursery and greenhouse workers,34
,,J & M Sandhill Greenhouses Ltd,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,8
,,J M Peeters Nurseries Ltd,"Fenwick, ON L0S 1C0",8432-Nursery and greenhouse workers,32
,,J.C. Fresh Farms Ltd.,"Kingsville, ON N9Y 2E5",8432-Nursery and greenhouse workers,36
,,Janayco Ltd,"Clear Creek, ON N0E 1C0",8431-General farm workers,10
,,JC Bakker & Sons Ltd,"St Catharines, ON L2R 6P9",8431-General farm workers,20
,,,,8432-Nursery and greenhouse workers,71
,,Jeffery's Greenhouses Inc,"St Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,13
,,Jeffery's Greenhouses Plant II Limited,"St Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,16
,,Jennen Bros Inc,"Dresden, ON N0P 1M0",8431-General farm workers,16
,,Joe & Angela Sroka Farm Produce Ltd,"Burford, ON N0E 1A0",8431-General farm workers,9
,,John Beattie Farms Ltd.,"Alliston, ON L9R 1V5",8431-General farm workers,9
,,John Laurenssen Farms Inc,"Freelton, ON L8B 1H5",8611-Harvesting labourers,20
,,"John Lindeboom, Wilma Lindeboom / Lindy's Flowers","Dunnville, ON N1A 2W7",8432-Nursery and greenhouse workers,4
,,Josmar Acres Inc,"Lynden, ON L0R 1T0",8431-General farm workers,6
,,JP Saliba Market Gardening Inc,"Milton, ON L9T 2X9",8431-General farm workers,6
,,JPI Acres Inc,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,29
,,JWM Ginseng Farms Inc,"Windham Centre, ON N0E 2A0",8431-General farm workers,4
,,K. Van Torre Ltd,"Burford, ON N0E 1A0",8431-General farm workers,4
,,K.G.K Patio Flowers Inc,"Burlington, ON L7M 0P7",8431-General farm workers,3
,,,,8432-Nursery and greenhouse workers,3
,,Kai Wiens Family Farm Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,40
,,Kapital Produce Limited,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,13
,,Kauzlaric Farms,"Virgil, ON L0S 1T0",8431-General farm workers,2
,,Keller Bros Greenhouses Inc,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,12
,,Keresturi Farms Ltd,"Scotland, ON N0E 1R0",8432-Nursery and greenhouse workers,11
,,Kichler Bros Inc,"Simcoe, ON N3Y 4K1",8431-General farm workers,14
,,Kicksee Farms Ltd,"Scotland, ON N0E 1R0",8432-Nursery and greenhouse workers,14
,,KJ Watson Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,6
,,Klassen Greenhouse Farms Inc,"Cottam, ON N0R 1B0",8432-Nursery and greenhouse workers,19
,,Knapp's Decor & Fabrics Ltd,"Guelph, ON N1H 6H7",8431-General farm workers,3
,,Konkle Farm & Greenhouses Ltd,"Dunnville, ON N1A 2W1",8432-Nursery and greenhouse workers,28
,,Konzelmann Vineyards,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,4
,,Koteles Farms Ltd,"Tillsonburg, ON N4G 4G7",8431-General farm workers,62
,,Kowanetz Farms Ltd.,"Delhi, ON N4B 2W6",8432-Nursery and greenhouse workers,5
,,Kroslak Farms,"Ruthven, ON N0P 2G0",8431-General farm workers,6
,,Kukielka Produce Inc.,"Vanessa, ON N0E 1V0",8432-Nursery and greenhouse workers,30
,,L & D Ferragina Ltd,"Bradford, ON L3Z 2P8",8432-Nursery and greenhouse workers,7
,,La Gantoise Inc,"Lefaivre, ON K0B 1J0",8431-General farm workers,1
,,Lakeshore Farms,"Wellington, ON K0K 3L0",8431-General farm workers,5
,,LDM Farms Inc,"Kingsville, ON N9Y 2N5",8431-General farm workers,6
,,Leamington Produce Ltd,"Leamington, ON N8H 1N8",8432-Nursery and greenhouse workers,12
,,Lennox Farms (1988) Ltd,"Melancthon, ON L9V 1V9",8431-General farm workers,11
,,Leon Delorme Ltd,"Curran, ON K0B 1C0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Lingwood Farms Ltd,"Port Dover, ON N0A 1N3",8431-General farm workers,80
,,Link Greenhouses Inc,"Bowmanville, ON L1C 3K5",8432-Nursery and greenhouse workers,9
,,Linwell Gardens Ltd,"Beamsville, ON L0R 1B0",8432-Nursery and greenhouse workers,63
,,Lopes Farms Inc,"Harley, ON N0E 1E0",8431-General farm workers,26
,,Lundy Potato Farms Ltd,"Alliston, ON L9R 1V8",8431-General farm workers,13
,,Lutesville Farms Ltd,"Waterford, ON N0E 1Y0",8431-General farm workers,8
,,M & J Chromczak Farms Inc.,"Brownsville, ON N0L 1C0",8431-General farm workers,27
,,M & J McElhone Farming Inc,"LaSalette, ON N0E 1H0",8431-General farm workers,17
,,M & M Farms Ltd,"Leamington, ON N8H 4H3",8432-Nursery and greenhouse workers,10
,,MAD Farms Inc,"Blenheim, ON N0P 1A0",8431-General farm workers,7
,,Mae-Mart Farms Ltd,"Waterford, ON N0E 1Y0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,2
,,Magalas Farms Ltd,"Waterford, ON N0E 1Y0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,2
,,Magalas Produce Ltd,"Waterford, ON N0E 1Y0",8431-General farm workers,143
,,Magri Greenhouses Inc,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,5
,,Malecki Farms Ltd,"Brantford, ON N3T 5L5",8431-General farm workers,5
,,,,8432-Nursery and greenhouse workers,4
,,Maple Crest Farms a Div of VanHoffen Farms (1999) Ltd,"Grassie, ON L0R 1M0",8432-Nursery and greenhouse workers,5
,,Maple Leaf Nurseries Ltd,"Jordan, ON L0R 1S0",8432-Nursery and greenhouse workers,48
,,Marques Gardens Ltd,"Bradford, ON L3Z 2B5",8431-General farm workers,4
,,Marston Produce Co Inc,"Langton, ON N0E 1G0",8431-General farm workers,20
,,Martin Farms Ltd,"Vineland Station, ON L0R 2E0",8432-Nursery and greenhouse workers,15
,,Masfrankc Garden Centre Inc,"Parkhill, ON N0M 2K0",8432-Nursery and greenhouse workers,2
,,Mastr Grow Farms Inc,"Leamington, ON N8H 4C9",8432-Nursery and greenhouse workers,10
,,Mastr Veggies Farms Inc,"Leamington, ON N8H 4C9",8432-Nursery and greenhouse workers,16
,,Mastron Enterprises Ltd,"Kingsville, ON N9Y 2E5",8432-Nursery and greenhouse workers,76
,,Maxwell Apple Orchards,"Clarksburg, ON N0H 1J0",8431-General farm workers,10
,,McLean Berry Farm Ltd,"Lakefield, ON K0L 2H0",8431-General farm workers,15
,,Meleg's Lakeview Orchard,"Kingsville, ON N9Y 2E6",8431-General farm workers,1
,,Meyers Fruit Farms,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,53
,,Mezenberg Greenhouses,"Thamesville, ON N0P 2K0",8432-Nursery and greenhouse workers,2
,,"Miden Farm Products Co., Div. of Winco Canadian Ginseng Ltd.","Waterford, ON N0E 1Y0",8432-Nursery and greenhouse workers,16
,,Minnema Farms Ltd.,"Appin, ON N0L 1A0",8431-General farm workers,3
,,Monaghan Mushrooms Ltd,"Campbellville, ON L0P 1B0",8611-Harvesting labourers,87
,,Mor Gro Farms Inc.,"Leamington, ON N8H 3X4",8432-Nursery and greenhouse workers,43
,,Moretto Ingratta Farms Inc,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,23
,,MOS Enterprises Ltd,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,56
,,Mucci Farms,"Kingsville, ON N9Y 2N1",8432-Nursery and greenhouse workers,113
,,Mucci Pac Ltd,"Kingsville, ON N9Y 2N1",8432-Nursery and greenhouse workers,9
,,,,8611-Harvesting labourers,17
,,Muller Farms Ltd,"Dashwood, ON N0M 1N0",8431-General farm workers,2
,,Murdock Farms,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,4
,,N Sawatzky Farms Inc,"Wheatley, ON N0P 2P0",8432-Nursery and greenhouse workers,4
,,Nation Wide Canning Ltd,"Cottam, ON N0R 1B0",8431-General farm workers,1
,,National Bait Incorporated,"Mississauga, ON L5E 1E4",8611-Harvesting labourers,55
,,Natura Naturals Inc.,"Leamington, ON N8H 4H3",8432-Nursery and greenhouse workers,7
,,Nature Fresh Farms Inc,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,94
,,Neil Vanderkruk Holdings Inc,"Waterdown, ON L0R 2H0",8432-Nursery and greenhouse workers,8
,,Neven Produce Inc,"Lynden, ON L0R 1T0",8432-Nursery and greenhouse workers,11
,,New Castle Farm Ltd,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,66
,,New Life Land Inc.,"North York, ON M2N 3K1",8431-General farm workers,5
,,Newbrabant Farms Ltd,"Lancaster, ON K0C 1N0",8431-General farm workers,1
,,Niagara Essential OIls & Blend,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,1
,,Niagara Vintage Harvesters Ltd.,"Virgil, ON L0S 1T0",8431-General farm workers,2
,,Norfolk Fields Ltd,"Windham Centre, ON N0E 2A0",8431-General farm workers,22
,,North Forty Farms Inc,"Bradford, ON L3Z 2B1",8432-Nursery and greenhouse workers,2
,,Northland Ginseng Farms Inc.,"Windham Centre, ON N0E 2A0",8431-General farm workers,14
,,,,8432-Nursery and greenhouse workers,10
,,Oaklane Orchards Ltd,"Clarksburg, ON N0H 1J0",8431-General farm workers,7
,,Oasis Greehouses Limited,"Chatham, ON N7M 5J8",8431-General farm workers,5
,,Olive Grove Hydroponics,"Leamington, ON N8H 4H3",8432-Nursery and greenhouse workers,16
,,Olszowka Poultry Inc,"Simcoe, ON N3Y 4K3",8431-General farm workers,6
,,Ontario Potato Dist. (Alliston) Inc. 1991,"Alliston, ON L9R 1W1",8431-General farm workers,7
,,Orangeline Farms Limited,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,32
,,Orchard Park Growers Ltd,"St Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,20
,,Ordonez Cattle Farms,"Leamington, ON N8H 3V5",8431-General farm workers,3
,,Overholt Orchards Inc,"St. Catharines, ON L2R 6P9",8431-General farm workers,25
,,Oxford Cattle Company,"Woodstock, ON N4S 7V8",8431-General farm workers,3
,,P & B VanHeugten Farms Ltd.,"Delhi, ON N4B 2W5",8432-Nursery and greenhouse workers,2
,,P & S VanBerlo Limited,"Simcoe, ON N3Y 4K3",8431-General farm workers,15
,,P Ravensbergen & Sons Ltd,"Smithville, ON L0R 2A0",8432-Nursery and greenhouse workers,8
,,Palatine Fruit & Roses,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,7
,,Pearl Family Vineyards,"Jordan, ON L0R 1S0",8431-General farm workers,11
,,Pelee Island Winery,"Kingsville, ON N9Y 2K5",8431-General farm workers,45
,,Peppertree Greenhouses Ltd,"Tupperville, ON N0P 2M0",8432-Nursery and greenhouse workers,12
,,Perfect Pick Farms Ltd,"Mount Brydges, ON N0L 1W0",8432-Nursery and greenhouse workers,48
,,Peter Jennen Farms Inc,"Thamesville, ON N0P 2K0",8431-General farm workers,10
,,Peter Welsh Farming Inc./Wayne Welsh Farms Inc.,"Scotland, ON N0E 1R0",8431-General farm workers,18
,,Pettitt Farms Inc,"Wilsonville, ON N0E 1Z0",8431-General farm workers,10
,,PG Enns Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,42
,,Pieper Nurseries Inc,"Dorchester, ON N0L 1G6",8432-Nursery and greenhouse workers,25
,,Pillitteri Estates Winery & Vineyard,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,8
,,Pine Ridge Gardens,"Dunnville, ON N1A 2W2",8432-Nursery and greenhouse workers,8
,,Pineview Orchards Inc.,"Jordan Station, ON L0R 1S0",8431-General farm workers,7
,,Pingle's Farm Market,"Hampton, ON L0B 1J0",8431-General farm workers,6
,,Pioneer Flower Farms Limited,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,39
,,Platinum Produce Company,"Blenheim, ON N0P 1A0",0822-Managers in horticulture,3
,,,,8432-Nursery and greenhouse workers,68
,,Pleasant Creek Farms Ltd,"Mt Pleasant, ON N0E 1K0",8432-Nursery and greenhouse workers,4
,,Poyntz Inc,"Sutton, ON L0E 1R0",8431-General farm workers,1
,,Prism Farms Ltd,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,29
,,Procyk Farms (1994) Ltd,"Wilsonville, ON N0E 1Z0",8431-General farm workers,344
,,Pure Flavor Farms Inc,"Leamington, ON N8H 3X4",8432-Nursery and greenhouse workers,56
,,Pyramid Farms Ltd,"Leamington, ON N8H 3A5",8432-Nursery and greenhouse workers,16
,,R & A Kukielka Farms Ltd.,"Vanessa, ON N0E 1V0",8431-General farm workers,25
,,R & G Magda Holdings Inc,"Princeton, ON N0J 1V0",8431-General farm workers,11
,,R.A.F. Ginseng Inc.,"Langton, ON N0E 1G0",8432-Nursery and greenhouse workers,2
,,Randy VanDenHeede Farms Inc,"Windham Centre, ON N0E 2A0",8432-Nursery and greenhouse workers,7
,,Reed Verhoeve Farms Inc,"Simcoe, ON N3Y 4K6",8432-Nursery and greenhouse workers,7
,,Reid Greenhouses,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,14
,,Reuther Farms Ltd,"Niagara-on-the-Lake, ON L0S 1J0",0821-Managers in agriculture,1
,,,,8431-General farm workers,2
,,Richardson's Pineneedle Farms,"Pontypool, ON L0A 1K0",8432-Nursery and greenhouse workers,2
,,Rideauwood Farm,"Ontario, ON K0G 1N0",8431-General farm workers,1
,,Riga Farms Ltd,"Bradford, ON L3Z 3B6",8431-General farm workers,28
,,Rising Sun Acres Inc,"Leamington, ON N8H 3V5",8432-Nursery and greenhouse workers,21
,,Riverbend Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,6
,,Riverview Cellars Incorporated,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,2
,,Robert and Dianne Geier - Bramble Lane Farms,"Harley, ON N0E 1E0",8431-General farm workers,21
,,Roelands Plant Farms Inc,"Lambton Shores, ON N0N 1J5",8432-Nursery and greenhouse workers,20
,,Rol-Land Farms & Greenhouses Inc,"Blenheim, ON N0P 1A0",8432-Nursery and greenhouse workers,14
,,Romagnoli Farms,"Beamsville, ON L0R 1B3",8431-General farm workers,14
,,Rosa Flora Growers Limited,"Dunnville, ON N1A 2W2",8432-Nursery and greenhouse workers,87
,,Royal Rose Garden,"Princeton, ON N0J 1V0",8431-General farm workers,3
,,RTM Farms Ltd,"Leamington, ON N8H 3V8",8432-Nursery and greenhouse workers,22
,,Ruthven Farms Inc,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,14
,,RV Farms Inc,"Langton, ON N0E 1G0",8431-General farm workers,16
,,RVD Farms Limited,"Alviston, ON N0N 1A0",8431-General farm workers,2
,,S & I Agricultural Commodities Limited,"Simcoe, ON N3Y 4K1",8431-General farm workers,31
,,Scharringa Greenhouses Ltd,"Waterdown, ON L8B 1J4",8432-Nursery and greenhouse workers,16
,,Schenck Farms & Greenhouses Co Ltd,"St Catharines, ON L2R 6P9",8431-General farm workers,47
,,Schuele Vineyards Inc,"Beamsville, ON L0R 1B1",8431-General farm workers,6
,,Schuyler Farms Limited,"Simcoe, ON N3Y 4K3",8431-General farm workers,40
,,Scott Street Greenhouses Ltd.,"St Davids, ON L0S 1P0",8432-Nursery and greenhouse workers,12
,,Sedum Master Inc,"Princeton, ON N0J 1V0",8432-Nursery and greenhouse workers,6
,,Seeger Farms Limited,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,10
,,Serkka Farms Inc,"Wallaceburg, ON N8A 4L1",8431-General farm workers,8
,,Shabatura Produce,"Windham Centre, ON N0E 2A0",8431-General farm workers,173
,,Shang-Hi Farming Limited,"Harley, ON N0E 1E0",8432-Nursery and greenhouse workers,6
,,Shawson Gardens Inc,"Scotland, ON N0E 1R0",8431-General farm workers,8
,,Sheridan Nurseries Limited,"Georgetown, ON L7G 4S7",8432-Nursery and greenhouse workers,104
,,Shouldice Farms Inc,"Richmond, ON K0A 2Z0",8431-General farm workers,28
,,Simoni Farms Ltd,"Leamington, ON N8H 4C7",8432-Nursery and greenhouse workers,19
,,Sitko Farms Inc,"Wilsonville, ON N0E 1Z0",8431-General farm workers,7
,,Skubel Family Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,5
,,Sloan's Nursery & Christmas Trees,"Bothwell, ON N0P 1C0",8432-Nursery and greenhouse workers,20
,,Sluys Holsteins Inc.,"Clinton, ON N0M 1L0",8431-General farm workers,1
,,Smith Gardens Inc,"Queensville, ON L0G 1R0",8431-General farm workers,20
,,Smyth's Apple Orchard Ltd,"Iroquois, ON K0E 1K0",8431-General farm workers,3
,,Somerville Nurseries Inc,"Everett, ON L9S 1J2",8431-General farm workers,2
,,,,8432-Nursery and greenhouse workers,70
,,Sosnicki Organics,"Waterford, ON N0E 1Y0",8431-General farm workers,5
,,South Park Hydroponics,"Leamington, ON N8H 4G2",8432-Nursery and greenhouse workers,18
,,Southbrook Vineyards,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,1
,,Southcoast Farming Inc,"Simcoe, ON N3Y 4K1",8431-General farm workers,15
,,Southshore Greenhouses Inc,"Kingsville, ON N9Y 2M6",8432-Nursery and greenhouse workers,38
,,Spinosa Vineyards,"Milford, ON K0K 2P0",8431-General farm workers,3
,,Spriet Ventures Ltd,"Burford, ON N0E 1A0",8431-General farm workers,13
,,Spring Valley Gardens (Niagara) Inc,"St Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,74
,,St Brigid's Dairy Ltd,"Brussels, ON N0G 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,St. David's Hydroponics Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,102
,,Stam Nurseries (2009),"Burgessville, ON N0J 1C0",8432-Nursery and greenhouse workers,3
,,Stellar Mount Stock Inc.,"Port Lambton, ON N0P 2B0",8431-General farm workers,2
,,Steyn Enterprises Inc,"Bradford, ON L3Z 2B6",8432-Nursery and greenhouse workers,3
,,Stovel-Siemon Limited,"Mitchell, ON N0K 1N0",8431-General farm workers,17
,,Strawberry Tyme Farms Inc,"Simcoe, ON N3Y 4K1",8431-General farm workers,36
,,Streef Produce Ltd,"Princeton, ON N0J 1V0",8431-General farm workers,38
,,Sugar Apple Orchards Ltd,"Kingsville, ON N9Y 2E4",8431-General farm workers,13
,,Sun Circle Greenhouses Inc,"Kingsville, ON N9Y 2E4",8432-Nursery and greenhouse workers,28
,,Sun Gro Farms Inc,"Leamington, ON N8H 3X4",8432-Nursery and greenhouse workers,26
,,Sun Parlor Honey Ltd,"Cottam, ON N0R 1B0",8431-General farm workers,3
,,Sun Valley Floral Farms Niagara,"St Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,7
,,Sun-Brite Foods Inc,"Ruthven, ON N0P 2G0",8431-General farm workers,160
,,Sunlite Hydroponics,"Leamington, ON N8H 4C9",8432-Nursery and greenhouse workers,13
,,Sunmaster Produce Inc,"Grande Pointe, ON N0P 1S0",8432-Nursery and greenhouse workers,3
,,Sunquest Farms Ltd,"Kingsville, ON N9Y 2E5",8432-Nursery and greenhouse workers,13
,,Sunrise Farms Limited,"Kingsville, ON N9Y 2N5",8432-Nursery and greenhouse workers,19
,,Sunrise Greenhouses Ltd,"Vineland, ON L0R 2E0",8432-Nursery and greenhouse workers,12
,,Sunrise Orchards (Veens) Inc,"Arkona, ON N0M 1B0",8431-General farm workers,6
,,Sunrise Potato Storage Ltd,"Alliston, ON L9R 1V3",8431-General farm workers,4
,,Sunrite Greenhouses Ltd,"Kingsville, ON N9Y 2M2",8432-Nursery and greenhouse workers,165
,,Sunsation Acres Inc.,"Kingsville, ON N3Y 2K9",8432-Nursery and greenhouse workers,15
,,Suntastic Hothouse Inc,"Exeter, ON N0M 1S7",8432-Nursery and greenhouse workers,28
,,Suntech Greenhouses Ltd,"Manotick, ON K4M 1B4",8432-Nursery and greenhouse workers,10
,,Sunvalley Hydroponics Ltd,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,13
,,Sweaburg Orchard Inc,"London, ON N6A 5J4",8431-General farm workers,10
,,T & J Haskett Farms Ltd,"Vittoria, ON N0E 1W0",8431-General farm workers,32
,,T & S Gignac Farms Ltd,"Langton, ON N0E 1G0",8431-General farm workers,43
,,Tawse Winery Inc,"Vineland, ON L0R 2C0",8431-General farm workers,13
,,TD Greenhouses Ltd,"Wainfleet, ON L0S 1V0",8432-Nursery and greenhouse workers,9
,,TerroirTech Management Services Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,6
,,Thames River Melons Ltd,"Innerkip, ON N0J 1M0",8431-General farm workers,68
,,The Grange of Prince Edward Inc,"Hillier, ON K0K 2J0",8431-General farm workers,11
,,The Malivoire Wine Company Ltd,"Beamsville, ON L0R 1B0",8431-General farm workers,5
,,Thiessen Orchards Ltd,"Leamington, ON N8H 3V6",8431-General farm workers,2
,,Thompson Potato Farm Inc,"Mt Albert, ON L0G 1M0",8431-General farm workers,8
,,Thompson's Orchards Ltd,"Blenheim, ON N0P 1A0",8431-General farm workers,16
,,Thwaites Farms Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,63
,,Tomanelli Farms Limited,"Kingsville, ON N9Y 2K9",8432-Nursery and greenhouse workers,7
,,Top Tomato Foods,"Markham, ON L6C 1L7",8431-General farm workers,74
,,Toppview Farms Inc,"Dunnville, ON N1A 2W4",8431-General farm workers,5
,,,,8432-Nursery and greenhouse workers,2
,,Townsend Fruit Farms Inc,"Simcoe, ON N3Y 4K3",8431-General farm workers,66
,,Trail Estate Winery,"Wellington, ON K0K 3L0",8431-General farm workers,1
,,Tregunno Fruit Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,120
,,Triple P Farms Ontario Inc,"Thamesville, ON N0P 2K0",8431-General farm workers,7
,,Tupling Farms Ltd,"Melancthon, ON L9V 1X1",8431-General farm workers,6
,,Twin Creeks Greenhouse Inc,"Watford, ON N0M 2S0",8432-Nursery and greenhouse workers,6
,,Twin Peaks Hydroponics Inc,"Leamington, ON N8H 3W2",8432-Nursery and greenhouse workers,24
,,Uncle Ginseng Farm Limited,"Mississauga, ON L4W 0C2",0821-Managers in agriculture,1
