"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (January-March)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Falcon Blueberries,"SIMCOE, ON N3Y 4K5",8431-General farm workers,6
,,Ferme Darkalin Inc.,"Dalkeith, ON K0B 1E0",8431-General farm workers,1
,,Ferme Henrard & Fils Inc,"Curran, ON K0B 1C0",8431-General farm workers,2
,,Ferme Proulx Farm,"Cumberland, ON K4C 1N2",8431-General farm workers,4
,,Fiddlehead Farm,"DEMORESTVILLE, ON K0K 1W0",8431-General farm workers,2
,,Fiedler Orchard,"Simcoe, ON N3Y 4K1",8431-General farm workers,10
,,Figueiredo Ranches Inc,"Jerseyville, ON L0R 1R0",8431-General farm workers,4
,,Flavor Fresh Farms Ltd,"LEAMINGTON, ON N8H 3V8",8432-Nursery and greenhouse workers,40
,,Flower Group Operating LP - One Floral Group,"Jordan Station, ON L0R 1S0",8432-Nursery and greenhouse workers,25
,,Foster Family Farm,"North Gower, ON K0A 2T0",8431-General farm workers,13
,,Fosterholm Farms Inc,"Picton, ON K0K 2T0",8431-General farm workers,3
,,Frank Hewgill Enterprises Ltd,"Clarksburg, ON N0H 1J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Frank Lafferty Ltd,"Maidstone, ON N0R 1K0",8431-General farm workers,2
,,Fred Nyland Produce Limited,"Millgrove, ON L8B 1T3",8431-General farm workers,10
,,Freskiw Farms Coldwater Inc.,"COLDWATER, ON L0K 1E0",8432-Nursery and greenhouse workers,3
,,Freskiw Farms Sudbury Inc.,"GARSON, ON P3L 1V6",8431-General farm workers,2
,,G & B Godelie Inc,"Otterville, ON N0J 1R0",8431-General farm workers,1
,,G & M Howe & Sons Ltd,"Aylmer, ON N5H 2R4",8431-General farm workers,18
,,G H Lambe & Son Ltd,"MEAFORD, ON N4L 1W7",8431-General farm workers,22
,,G. Cox Racing Inc,"Mississauga, ON L4T 1S4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,G.T.A DeLeebeeck Ltd,"Vittoria, ON N0E 1W0",8431-General farm workers,5
,,Gaetano's Green Acres Inc.,"Newmarket, ON L3Y 4V9",8431-General farm workers,12
,,Gaio Acres Ltd,"NIAGARA-ON-THE-LAKE, ON L0S 1J0",8431-General farm workers,2
,,Gamble & Rogers Limited,"BRUSSELS, ON N0G 1H0",8431-General farm workers,8
,,Geln Drummond Farm Inc.,"DUNDAS, ON L9H 5E2",8431-General farm workers,2
,,George Braun & Sons Farms Ltd,"Delhi, ON N4B 2W4",8431-General farm workers,20
,,George Whaley & Sons Ltd,"Ruthven, ON N0P 2G0",8431-General farm workers,17
,,Giffin Farming Corp,"Blenheim, ON N0P 1A0",8431-General farm workers,4
,,Gilt-Edged Farms,"Amaranth, ON L9W 0K8",8431-General farm workers,1
,,Glen Elgin Vineyard Management (2012) Inc,"Jordan, ON L0R 1S0",8431-General farm workers,1
,,GLG Organics Inc,"Leamington, ON N8H 3V6",8432-Nursery and greenhouse workers,44
,,Goshen Ridge Farms Inc.,"Exeter, ON N0M 1S3",8431-General farm workers,2
,,Gravel Bros Ltd.,"EARLTON, ON P0J 1E0",8431-General farm workers,2
,,Great Lakes Greenhouses Inc,"Leamington, ON N8H 3V6",8432-Nursery and greenhouse workers,1
,,Great Northern Hydroponics,"Kingsville, ON N9Y 2E9",8431-General farm workers,1
,,Grebenc Farms Inc.,"NIAGARA-ON-THE-LAKE, ON L0S 1J0",8431-General farm workers,12
,,Green Pack Produce Inc.,"ORONO, ON L0B 1M0",8431-General farm workers,5
,,Greenhill Produce (Thamesville) Ltd,"Thamesville, ON N0P 2K0",8432-Nursery and greenhouse workers,50
,,Greenlane Farms (2004) Ltd,"Vineland Station, ON L0R 2E0",8431-General farm workers,38
,,Greiden Farms Ltd,"St. Mary's, ON N4X 1C5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Gubbels Farms Ltd,"DELAWARE, ON N0L 1E0",8431-General farm workers,10
,,H & L Koelen Farms Ltd,"Paisley, ON N0G 2N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,H.W.Smith Holdings Ltd,"Vineland, ON L0R 2E0",8431-General farm workers,52
,,Hall Orchards Ltd.,"Brockville, ON K6V 5T1",8431-General farm workers,7
,,Hendriks Greenhouses,"Beamsville, ON L0R 1B3",8432-Nursery and greenhouse workers,20
,,Henria Holsteins Inc.,"CONN, ON N0G 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,2
,,Henry J. Peters Farms Ltd,"THEDFORD, ON N0M 2N0",8431-General farm workers,1
,,Henry of Pelham Winery,"St Catharines, ON L2R 6P7",8431-General farm workers,10
,,Hernder Farms,"ST. CATHARINES, ON L2R 6P7",8431-General farm workers,10
,,Herridge's Farm/D & E Herridge Holdings Inc,"Mississauga, ON L5J 2Y4",8431-General farm workers,4
,,Hi-Berry Farm Inc,"Port Elgin, ON N0H 2C6",8431-General farm workers,1
,,Highline Mushrooms West Limited,"Leamington, ON N8H 3V5",0821-Managers in agriculture,1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",7
,,,,8431-General farm workers,8
,,,,8611-Harvesting labourers,56
,,Highline Produce Limited,"Leamington, ON N8H 3V5",8431-General farm workers,27
,,,,8611-Harvesting labourers,10
,,Hildreth Farms Ltd,"Beamsville, ON L0R 1B3",8431-General farm workers,3
,,Hildreth Orchards,"Jordan Station, ON L0R 1S0",8431-General farm workers,3
,,Hillen Nursery Ltd.,"Mount Brydges, ON N0L 1W0",8431-General farm workers,1
,,Hillside Hothouse Ltd,"Ruthven, ON N0P 2G0",8431-General farm workers,14
,,Hogendoorn Dairy Inc.,"Baden, ON N3A 3M3",8431-General farm workers,3
,,Holburne Mushroom Farm (2005) Limited,"Queensville, ON L0G 1R0",8611-Harvesting labourers,4
,,Hollandale Farms Ltd,"King, ON L7B 0K6",8431-General farm workers,4
,,Hol-Mar Farms/William Horlings & Sons Limited,"Newmarket, ON L3Y 4V9",8431-General farm workers,4
,,"Howard R Kuntze, Teresa T Kuntze","BRUNNER, ON N0K 1C0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Huff Estates Inc.,"BLOOMFIELD, ON K0K 1G0",8431-General farm workers,6
,,Hy-Hope Farm,"Ashburn, ON L0B 1A0",8431-General farm workers,4
,,J & K Huyge Ltd.,"LA SALETTE, ON N0E 1H0",8431-General farm workers,13
,,J & L Walker Farms Ltd,"Aylmer, ON N5H 2R1",8431-General farm workers,2
,,J & M Sroka Inc,"Burford, ON N0E 1A0",8431-General farm workers,8
,,J. Brush Farms Ltd.,"Harrow, ON N0R 1G0",8431-General farm workers,4
,,J.F. Produce Inc.,"SCARBOROUGH, ON M1R 3B7",8431-General farm workers,15
,,Jacob Arthur Holdings Inc,"SCOTLAND, ON N0E 1R0",8432-Nursery and greenhouse workers,3
,,Janayco Ltd,"CLEAR CREEK, ON N0E 1C0",8431-General farm workers,4
,,JB Puddicombe & Sons Ltd,"Winona, ON L8E 5K9",8431-General farm workers,13
,,JC Fresh Farms Ltd.,"KINGSVILLE, ON N9Y 2E5",8432-Nursery and greenhouse workers,1
,,Jeff Barbier Inc,"Aylmer, ON N5H 2R2",8431-General farm workers,3
,,Jerry Janssens Farms Inc,"DRESDEN, ON N0P 1M0",8431-General farm workers,13
,,JFran Farms 1118171 Ont. Ltd.,"Wallaceburg, ON N8A 4K9",8431-General farm workers,9
,,Joel Debrabandere Ltd,"Aylmer, ON N5H 2R4",8431-General farm workers,6
,,Jon-Ern Farms Limited,"Blenheim, ON N0P 1A0",8431-General farm workers,6
,,Jordan James Farms Ltd,"Princeton, ON N0J 1V0",8431-General farm workers,10
,,Josling Farms Inc,"CARLISLE, ON L0R 1H0",8431-General farm workers,18
,,JR Vyn Inc,"Ancaster, ON L9G 3K9",8432-Nursery and greenhouse workers,7
,,Juicy-Fruit Orchards,"THEDFORD, ON N0M 2N0",8431-General farm workers,6
,,Kapital Produce Limited,"Ruthven, ON N0P 2G0",8432-Nursery and greenhouse workers,24
,,Karat King Inc,"Newmarket, ON L3Y 4V9",8431-General farm workers,4
,,Kegels Ginseng Inc.,"SCOTLAND, ON N0E 1R0",8432-Nursery and greenhouse workers,4
,,Keint-he Winery & Vineyards Ltd.,"Wellington, ON K0K 3L0",8431-General farm workers,8
,,Kent Creek Orchard,"SIMCOE, ON N3Y 4K5",8431-General farm workers,4
,,Kent Farm Supplies Limited,"Blenheim, ON N0P 1A0",8431-General farm workers,1
,,Kerr Farms Limited,"Chatham, ON N7M 0M5",8431-General farm workers,8
,,Kerulcin Farms Ltd,"Kent Bridge, ON N0P 1V0",8431-General farm workers,6
,,Klassen Greenhouse Farms Inc,"Cottam, ON N0R 1B0",8432-Nursery and greenhouse workers,3
,,Knapp's Nursery and Farms Ltd,"Guelph, ON N1H 6H7",8431-General farm workers,4
,,,,8432-Nursery and greenhouse workers,1
,,Komienski Ltd,"SCOTLAND, ON N0E 1R0",8431-General farm workers,76
,,Koteles Farms Limited,"TILLSONBURG, ON N4G 4G7",8431-General farm workers,1
,,Kozicki Produce Limited,"WATERFORD, ON N0E 1Y0",8431-General farm workers,21
,,Krystal Apiaries Ltd,"Millgrove, ON L8B 1A4",8431-General farm workers,2
,,Kuepfer Vineyards/Broken Stone Winery,"Hillier, ON K0K 2J0",8431-General farm workers,2
,,Kurtz Orchards,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,4
,,Kustermans Berry Farms,"Mt Brydges, ON N0L 1W0",8431-General farm workers,2
,,La Gantoise Inc,"Lefaivre, ON K0B 1J0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Lailey Winery Ltd.,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,3
,,Lake Breeze Farms Inc.,"PLYMPTON WYOMING, ON N0N 1J6",8431-General farm workers,1
,,Lan Anh Ginseng Farm,"WATERFORD, ON N0E 1Y0",8431-General farm workers,4
,,Leamington Produce Farms LP. o/a Chris Mastronardi,"LEAMINGTON, ON N8H 3V8",8432-Nursery and greenhouse workers,14
,,Lee and Marias,"Kingsville, ON N9Y 3Y7",8431-General farm workers,3
,,Lehn Farms Ltd.,"Wheatley, ON N0P 2P0",8431-General farm workers,3
,,Leon Delorme Ltd,"Curran, ON K0B 1C0",8431-General farm workers,9
,,LNV Agriculture Limited,"LA SALETTE, ON N0E 1H0",8431-General farm workers,26
,,Longawaited Acres Ltd.,"Monkton, ON N0K 1P0",8431-General farm workers,2
,,Lopes Farms Inc,"HARLEY, ON N0E 1E0",8431-General farm workers,1
,,Lorne Park Nurseries Ltd,"Colborne, ON K0K 1S0",8432-Nursery and greenhouse workers,2
,,Luyk's Farms,"IONA STATION, ON N0L 1P0",8431-General farm workers,2
,,M & M Farms Ltd,"Leamington, ON N8H 4H3",8432-Nursery and greenhouse workers,7
,,MacBury Farm Inc,"Burford, ON N0E 1A0",8431-General farm workers,15
,,Magalas Farms Ltd,"WATERFORD, ON N0E 1Y0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,3
,,Magalas Produce Ltd,"WATERFORD, ON N0E 1Y0",8431-General farm workers,20
,,Mahler Farms Corporation,"LASALETTE, ON N0E 1H0",8431-General farm workers,5
,,Man Lee Farm Inc,"Scarborough, ON M1V 3M9",8431-General farm workers,14
,,Manderley Turf Products Inc.,"MOOSE CREEK, ON K0C 1W0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,34
,,Maple Dell Farms Limited,"Norwich, ON N0J 1P0",8431-General farm workers,5
,,Mapleton Pork Ltd,"Alma, ON N0B 1A0",8431-General farm workers,4
,,Mar-John's Nursery Ltd,"WATERLOO, ON N2J 4G8",8432-Nursery and greenhouse workers,6
,,Marston Produce Co Inc,"LANGTON, ON N0E 1G0",8431-General farm workers,12
,,Marvellane Farms Ltd,"Russell, ON K4R 1E5",8431-General farm workers,3
,,Masse Sweet Corn & Pumpkins,"ZURICH, ON N0M 2T0",8611-Harvesting labourers,4
,,Mastronardi Estate Vineyards Inc,"Kingsville, ON N9Y 2E4",8431-General farm workers,2
,,Matz Fruit Barn,"Port Dover, ON N0A 1N2",8431-General farm workers,3
,,Maxwell Acres Ltd,"MEAFORD, ON N4L 0A7",8431-General farm workers,14
,,Maxwell Apple Orchards,"Clarksburg, ON N0H 1J0",8431-General farm workers,30
,,Meleg's Lakeview Orchard,"Kingsville, ON N9Y 2E6",8431-General farm workers,6
,,Meyers Fruit Farms Ltd,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,19
,,Miles Produce Ltd,"WATERFORD, ON N0E 1Y0",8431-General farm workers,23
,,Millbank Fur Farm Limited,"ROCKWOOD, ON N0B 2K0",8431-General farm workers,2
,,Minnema Farms Ltd.,"APPIN, ON N0L 1A0",8431-General farm workers,3
,,Mjustco Farm Ltd,"TILLSONBURG, ON N4G 4G7",8431-General farm workers,4
,,Monaghan Mushrooms Ltd,"Campbellville, ON L0P 1B0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,,,8431-General farm workers,13
,,,,8611-Harvesting labourers,46
,,Moore Orchards,"Cobourg, ON K9A 4J8",8431-General farm workers,4
,,MOS Enterprises Ltd,"Ruthven, ON N0P 2G0",8431-General farm workers,16
,,,,8432-Nursery and greenhouse workers,33
,,Mucci Pac Ltd,"Kingsville, ON N9Y 2N1",8431-General farm workers,27
,,,,8432-Nursery and greenhouse workers,31
,,Myers Apple Farm,"COPETOWN, ON L0R 1J0",8431-General farm workers,2
,,N Sawatzky Farms Inc,"Wheatley, ON N0P 2P0",8432-Nursery and greenhouse workers,6
,,Nature Fresh Farms Inc.,"LEAMINGTON, ON N8H 3V8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",3
,,,,8432-Nursery and greenhouse workers,101
,,Neil Wammes Farms Ltd,"Blenheim, ON N0P 1A0",8431-General farm workers,6
,,Newbrabant Farms Ltd,"Lancaster, ON K0C 1N0",8431-General farm workers,3
,,Niagara Essential Oils & Blend,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,1
,,Nicholas Demeulenaere Ltd.,"Burford, ON N0E 1A0",8431-General farm workers,6
,,Nickels Orchards Ltd,"Ruthven, ON N0P 2G0",8431-General farm workers,7
,,Nightingale Farms Limited,"LASALETTE, ON N0E 1H0",8431-General farm workers,49
,,Norfolk Fields Limited,"Windham Centre, ON N0E 2A0",8431-General farm workers,1
,,Norman Hardie Winery,"Wellington, ON K0K 3L0",8431-General farm workers,11
,,North Canal Produce Inc,"Bradford, ON L3Z 0Y3",8431-General farm workers,6
,,North Forty Farms Inc,"BRADFORD, ON L3Z 2B1",8432-Nursery and greenhouse workers,2
,,Northland Garlic Inc,"MOUNT FOREST, ON N0G 2L0",8431-General farm workers,5
,,Obeid Farms 2014 Inc.,"HAMILTON, ON L9A 0B5",8431-General farm workers,20
,,Ontario Mushroom Farms,"Ashburn, ON L0B 1A0",8431-General farm workers,7
,,Ontario Plants Propagation Limited,"St. Thomas, ON N5P 3T2",8432-Nursery and greenhouse workers,15
,,Orchard Park Growers Ltd,"ST. CATHARINES, ON L2S 4A1",8432-Nursery and greenhouse workers,3
,,Orleans Fruit Farm Ltd,"Orleans, ON K1C 7K9",8431-General farm workers,12
,,Osztrovics Farms Ltd.,"Burford, ON N0E 1A0",8431-General farm workers,15
,,Oxley Wridge Farms Ltd,"Harrow, ON N0R 1G0",8431-General farm workers,4
,,P & S VanBerlo Limited,"SIMCOE, ON N3Y 4K3",8431-General farm workers,1
,,Pais Farms Inc,"SIMCOE, ON N3Y 4K3",8431-General farm workers,3
,,Palumbo Farms,"BRADFORD, ON L3Z 4A3",8431-General farm workers,3
,,PAO Horticultural,"Milton, ON L9E 0Y8",8432-Nursery and greenhouse workers,6
,,Parker-Bee Apiaries Ltd.,"Beamsville, ON L0R 1B2",8431-General farm workers,7
,,Paul Watson Farms Ltd,"BOWMANVILLE, ON L1C 6Z1",8431-General farm workers,44
,,Peeters Mushrooms Inc,"Blenheim, ON N0P 1A0",8611-Harvesting labourers,14
,,Perfect Pick Farms ltd.,"MOUNT BRYDES, ON N0L 1W0",8431-General farm workers,20
,,Peter Welsh Farming Inc./Wayne Welsh Farms Inc.,"SCOTLAND, ON N0E 1R0",8431-General farm workers,9
,,Petervale Farms Limited,"GRAND VALLEY, ON L9W 3W1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Philly Farms Ltd,"LANGTON, ON N0E 1G0",8431-General farm workers,8
,,Pieper Nurseries Inc.,"Dorchester, ON N0L 1G6",8432-Nursery and greenhouse workers,1
,,Pihokker Farms Inc,"Vienna, ON N0J 1Z0",8431-General farm workers,18
,,Pioneer Flower Farms Limited,"St. Catharines, ON L2R 6P9",8432-Nursery and greenhouse workers,64
,,Pohoresky Farms Ltd,"WATERFORD, ON N0E 1Y0",8431-General farm workers,2
,,Pomas Farms Inc,"STAPLES, ON N0P 2J0",8432-Nursery and greenhouse workers,36
,,"Premier Quality Genetics, Inc.","WEST LORNE, ON N0L 2P0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,Prestonvale Tree Farms,"Courtice, ON L1E 2P2",8432-Nursery and greenhouse workers,5
,,Prica Orchard Inc. (Ontario Corp #002392879) o/a Prica Orchards,"WATERLOO, ON N2L 6R7",8431-General farm workers,10
,,Procyk Farms (1994) Ltd,"WILSONVILLE, ON N0E 1Z0",8431-General farm workers,142
,,Proplant Propagation Services Ltd,"JARVIS, ON N0A 1J0",8432-Nursery and greenhouse workers,2
,,Protolight Farms Inc.,"LEAMINGTON, ON N8H 3V8",8432-Nursery and greenhouse workers,22
,,Quality Farms Ltd,"VAUGHAN, ON L4L 1A5",8431-General farm workers,1
,,R & A Kukielka Farms,"Vanessa, ON N0E 1V0",8431-General farm workers,25
,,Reed Verhoeve Farms Inc,"Simcoe, ON N3Y 4K6",8431-General farm workers,3
,,Rempel Greenhouses,"Niagara on the lake, ON L0S 1J0",8432-Nursery and greenhouse workers,2
,,Rhineland Farms Ltd,"Delhi, ON N4B 2W4",8431-General farm workers,5
,,Ricciardelli Orchards Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,18
,,Richwin Farms Inc,"Jordan Station, ON L0R 1S0",8431-General farm workers,4
,,Ridgeview Orchards Limited,"Beamsville, ON L0R 1B3",8431-General farm workers,2
,,Rising Sun Acres Inc,"Leamington, ON N8H 3V5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Riverview Cellars Winery,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,2
,,Ro Maur Farms Inc,"Chatham, ON N7M 5J2",8431-General farm workers,6
,,Robintide Farms Limited,"King City, ON L7B 1A5",8431-General farm workers,4
,,Roelands Plant Farms Inc,"Lambton Shores, ON N0N 1J5",8432-Nursery and greenhouse workers,40
,,Rondyke Farms Ltd,"Blenheim, ON N0P 1A0",8431-General farm workers,10
,,Rouge River Farms Inc,"GORMLEY, ON L0H 1G0",8431-General farm workers,14
,,Royalview Orchards Limited,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,40
,,RTM Farms Ltd,"LEAMINGTON, ON N8H 3V8",8431-General farm workers,8
,,RV Farms Inc,"LANGTON, ON N0E 1G0",8431-General farm workers,4
,,Sanden Acres Ltd,"Rodney, ON N0L 2C0",8611-Harvesting labourers,2
,,Sandy Flats Estate Inc.,"LASALETTE, ON N0E 1H0",8432-Nursery and greenhouse workers,7
,,Sandy Shore Farms Limited,"Port Burwell, ON N0J 1T0",8431-General farm workers,142
,,Sarah's Farm Markets,"Chatham, ON N7L 3P5",8431-General farm workers,2
,,Scarlett Acres Limited,"Colborne, ON K0K 1S0",8431-General farm workers,94
,,Schonberger Family Farms Limited,"LANGTON, ON N0E 1G0",8611-Harvesting labourers,36
,,Schouten Corner View Farms Ltd.,"Richmond, ON K0A 2Z0",8431-General farm workers,1
,,Schuyler Farms Limited,"SIMCOE, ON N3Y 4K3",8431-General farm workers,2
,,Scotlynn Sweetpac Growers Inc,"Vittoria, ON N0E 1W0",8431-General farm workers,260
,,Shearlea Acres,"Lynden, ON L0R 1T0",8431-General farm workers,2
,,Shouldice Farms Inc,"Richmond, ON K0A 2Z0",8431-General farm workers,6
,,SIMCOE BOTANICALS INC,"Simcoe, ON N3Y 4K1",8431-General farm workers,3
,,Simpson Orchards,"Leamington, ON N8H 3V5",8431-General farm workers,3
,,Skotidakis Goat Farm,"St-Eugene, ON K0B 1P0",8431-General farm workers,4
,,SL Farms Limited,"Princeton, ON N0J 1V0",8431-General farm workers,5
,,Southbrook Vineyards Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,6
,,Special T Swine Ltd,"BRUSSELS, ON N0G 1H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",4
,,Spring Valley Gardens (Niagara) Inc,"ST.CATHARINES, ON L2R 6P9",8432-Nursery and greenhouse workers,16
,,Springridge Farm Inc,"Milton, ON L9E 0N7",8431-General farm workers,5
,,Srebot Farms Ltd,"Gilford, ON L0L 1R0",8431-General farm workers,5
,,St Williams Nursery & Ecology Centre,"St Williams, ON N0E 1P0",8432-Nursery and greenhouse workers,8
,,Stan Gillier Farms Ltd,"Chatham, ON N7M 5J4",8431-General farm workers,4
,,Stanners Vineyard,"Hillier, ON K0K 2J0",8431-General farm workers,2
,,Stanton Bros Limited,"ILDERTON, ON N0M 2A0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,,,8431-General farm workers,3
,,Streef Produce Ltd,"Princeton, ON N0J 1V0",8431-General farm workers,18
,,Sugarbush Vineyards,"Hillier, ON K0K 2J0",8431-General farm workers,2
,,Sun Parlor Honey,"Cottam, ON N0R 1B0",8431-General farm workers,3
,,Sun Ray Orchards Inc,"Beamsville, ON L0R 1B1",8431-General farm workers,44
,,Sunrise Greenhouses Ltd,"Vineland, ON L0R 2E0",8432-Nursery and greenhouse workers,6
,,Sunrite Greenhouses Ltd Plant 2,"Kingsville, ON N9Y 2M2",8432-Nursery and greenhouse workers,28
,,Suntastic Hothouse Inc,"Exeter, ON N0M 1S7",8432-Nursery and greenhouse workers,27
,,T & S Gignac Farms Ltd,"LANGTON, ON N0E 1G0",8431-General farm workers,10
,,Tamarac Nurseries Ltd.,"DRYDEN, ON P8N 2Y5",8432-Nursery and greenhouse workers,4
,,Tazu Farms Inc,"WATERFORD, ON N0E 1Y0",8431-General farm workers,6
,,TD Greenhouses Ltd,"Wainfleet, ON L0S 1V0",8432-Nursery and greenhouse workers,5
,,The Campbell's Orchards,"CARRYING PLACE, ON K0K 1L0",8431-General farm workers,3
,,The County Cider Company Inc,"Picton, ON K0K 2T0",8431-General farm workers,2
,,The Grange of Prince Edward Inc,"Hillier, ON K0K 2J0",8431-General farm workers,1
,,The Greenhorizons Group Of Farms Ltd.,"CAMBRIDGE, ON N3H 4R6",8431-General farm workers,8
,,The Hop Farm Inc.,"GORMLEY, ON L0H 1G0",8431-General farm workers,4
,,The New Farm Inc.,"Creemore, ON L0M 1G0",8431-General farm workers,7
,,Tigchelaar Berry Farms Inc.,"Vineland Station, ON L0R 2E0",8431-General farm workers,5
,,Tincap Berry Farm Inc.,"Brockville, ON K6V 5T4",8431-General farm workers,5
,,Tom Hebblethwaite Farms Ltd,"Morpeth, ON N0P 1X0",8431-General farm workers,3
,,Tony Gammicchia & Sons,"BRADFORD, ON L3Z 2B1",8432-Nursery and greenhouse workers,1
,,Top Tomato Foods,"Markham, ON L6C 1L7",8431-General farm workers,28
,,Tregunno Fruit Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,30
,,TRI MN Ltd,"Delhi, ON N4B 2W5",8431-General farm workers,10
,,Triple McFarms,"Simcoe, ON N3Y 4J9",8431-General farm workers,8
,,Twin Peaks Hydroponics Inc,"Leamington, ON N8H 3W2",8432-Nursery and greenhouse workers,25
,,Tyler DeMeulenaere,"Princeton, ON N0J 1V0",8431-General farm workers,9
,,Urban Crops Inc,"SCHOMBERG, ON L0B 1T0",8431-General farm workers,1
,,Val Csets & Son Fruit Farms,"Beamsville, ON L0R 1B6",8431-General farm workers,26
,,Vamos Investments Ltd,"BRANTFORD, ON N3R 0B8",8431-General farm workers,18
,,Van Boekel Holdings Inc.,"MOUNT ELGIN, ON N0J 1N0",8431-General farm workers,2
,,Van de Gevel Farms Inc.,"Port Stanley, ON N5L 1J2",8431-General farm workers,9
,,Van Go Farms Ltd.,"WATERFORD, ON N0E 1Y0",8431-General farm workers,9
,,Van Ymeren Orchards Inc.,"Aylmer, ON N5H 2R4",8431-General farm workers,20
,,Vanar Farms Ltd,"Brantford, ON N3T 5L5",8431-General farm workers,6
,,Vanessa Hill Farms Inc,"Vanessa, ON N0E 1V0",8431-General farm workers,2
,,VanHaecke Farms Inc,"Tupperville, ON N0P 2M0",8431-General farm workers,4
,,Verbeek Farms Ltd.,"Chatham, ON N7M 5J4","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",3
,,Vergeer Enterprises Ltd,"Chatham, ON N7M 5J2",8431-General farm workers,16
,,Verkuyl Farms Limited,"WOODSTOCK, ON N4S 7W1",8431-General farm workers,2
,,Vieni Estates Inc.,"Beamsville, ON L0R 1B2",8431-General farm workers,2
,,Vine Fresh Acres Ltd.,"LEAMINGTON, ON N8H 5B5",8432-Nursery and greenhouse workers,46
,,Vittoria Farms Ltd,"Vittoria, ON N0E 1W0",8431-General farm workers,6
,,Vrban Family Farm,"Beamsville, ON L0R 1B1",8431-General farm workers,2
,,Vyn Inc,"Ancaster, ON L9G 3K9",8431-General farm workers,3
,,W. Farms - 517232 Ontario Ltd,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,2
,,W. Martens Greenhouses Inc.,"KINGSVILLE, ON N9Y 2E5",8432-Nursery and greenhouse workers,7
,,Westland Greenhouses (Jordan) Ltd.,"Jordan Station, ON L0R 1S0",8432-Nursery and greenhouse workers,3
,,Westland Hogco Inc,"Exeter, ON N0M 1S3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,,,8431-General farm workers,1
,,Wholesome Pickins Ltd,"Delhi, ON N4B 1V3",8431-General farm workers,20
,,Williams Nurseries Limited,"Leamington, ON N8H 3V6",8432-Nursery and greenhouse workers,4
,,Wilma Farms Canada Ltd.,"WALTON, ON N0K 1Z0",8431-General farm workers,2
,,Wilmot Orchards Inc,"NEWCASTLE, ON L1B 0N1",8431-General farm workers,16
,,WJ Neufeld Farms Inc,"Niagara on the lake, ON L0S 1J0",8431-General farm workers,1
,,WJI Farms Inc,"Wheatley, ON N0P 2P0",8432-Nursery and greenhouse workers,10
,,Woodbury Leaf Inc,"Burford, ON N0E 1A0",8431-General farm workers,10
,,Woodside Greenhouses Inc,"Leamington, ON N8H 3V6",8432-Nursery and greenhouse workers,2
,,Wrightland Farm,"Harrow, ON N0R 1G0",8431-General farm workers,5
,,Yarmie Holdings Inc.,"TILLSONBURG, ON N4G 4G7",8431-General farm workers,9
,,Yu An Farms Ltd,"Cookstown, ON L0L 1L0",8431-General farm workers,55
,,Zekveld's Garden Market Inc,"Wyoming, ON N0N 1T0",8431-General farm workers,5
,,Zephyr Organics Inc.,"ZEPHYR, ON L0E 1T0",8431-General farm workers,12
,,Ziemba Farms,"Newmarket, ON L3Y 4V9",8431-General farm workers,3
, Global Talent Stream,1455828 Ontario Inc.,"TORONTO, ON M6G 1K1",2172-Database analysts and data administrators,1
,,2324523 Ontario Inc.,"Richmond Hill, ON L4B 3G2",2173-Software engineers and designers,1
,,2472827 Ontario Inc.,"TORONTO, ON M5H 2S6",2171-Information systems analysts and consultants,2
